Palabras asociadas con el miedo al delito:,,,
violento* +  Parque*,violento*, Parque*,
violento* +  SITP,violento*, SITP,
violento* +  Taxi,violento*, Taxi,
violento* +  TM,violento*, TM,
violento* +  Transmilenio,violento*, Transmilenio,
violento* +  Transporte publico,violento*, Transporte publico,
violento* +  Universidad*,violento*, Universidad*,
violencia* +  Apartamento*,violencia*, Apartamento*,
violencia* +  Bicicleta*,violencia*, Bicicleta*,
violencia* +  Billetera*,violencia*, Billetera*,
violencia* +  Buses,violencia*, Buses,
violencia* +  Calle*,violencia*, Calle*,
violencia* +  Casas,violencia*, Casas,
violencia* +  Celular*,violencia*, Celular*,
violencia* +  Colegio*,violencia*, Colegio*,
violencia* +  Moto,violencia*, Moto,
violencia* +  Parque*,violencia*, Parque*,
violencia* +  SITP,violencia*, SITP,
violencia* +  Taxi,violencia*, Taxi,
violencia* +  TM,violencia*, TM,
violencia* +  Transmilenio,violencia*, Transmilenio,
violencia* +  Transporte publico,violencia*, Transporte publico,
violencia* +  Universidad*,violencia*, Universidad*,
carnada* +  Bicicleta*,carnada*, Bicicleta*,
carnada* +  Billetera*,carnada*, Billetera*,
carnada* +  Buses,carnada*, Buses,
carnada* +  Calle*,carnada*, Calle*,
carnada* +  Casas,carnada*, Casas,
carnada* +  Celular*,carnada*, Celular*,
carnada* +  Colegio*,carnada*, Colegio*,
carnada* +  Moto,carnada*, Moto,
carnada* +  Parque*,carnada*, Parque*,
carnada* +  SITP,carnada*, SITP,
carnada* +  Taxi,carnada*, Taxi,
carnada* +  TM,carnada*, TM,
carnada* +  Transmilenio,carnada*, Transmilenio,
carnada* +  Transporte publico,carnada*, Transporte publico,
carnada* +  Universidad*,carnada*, Universidad*,
plaga* +  Bicicleta*,plaga*, Bicicleta*,
plaga* +  Billetera*,plaga*, Billetera*,
plaga* +  Buses,plaga*, Buses,
plaga* +  Calle*,plaga*, Calle*,
plaga* +  Casas,plaga*, Casas,
plaga* +  Celular*,plaga*, Celular*,
plaga* +  Colegio*,plaga*, Colegio*,
plaga* +  Moto,plaga*, Moto,
plaga* +  Parque*,plaga*, Parque*,
plaga* +  SITP,plaga*, SITP,
plaga* +  Taxi,plaga*, Taxi,
plaga* +  TM,plaga*, TM,
plaga* +  Transmilenio,plaga*, Transmilenio,
plaga* +  Transporte publico,plaga*, Transporte publico,
plaga* +  Universidad*,plaga*, Universidad*,
lesionar* +  Bicicleta*,lesionar*, Bicicleta*,
lesionar* +  Billetera*,lesionar*, Billetera*,
lesionar* +  Buses,lesionar*, Buses,
lesionar* +  Calle*,lesionar*, Calle*,
lesionar* +  Casas,lesionar*, Casas,
lesionar* +  Celular*,lesionar*, Celular*,
lesionar* +  Colegio*,lesionar*, Colegio*,
lesionar* +  Moto,lesionar*, Moto,
lesionar* +  Parque*,lesionar*, Parque*,
lesionar* +  SITP,lesionar*, SITP,
lesionar* +  Taxi,lesionar*, Taxi,
lesionar* +  TM,lesionar*, TM,
lesionar* +  Transmilenio,lesionar*, Transmilenio,
lesionar* +  Transporte publico,lesionar*, Transporte publico,
lesionar* +  Universidad*,lesionar*, Universidad*,
vulnera* +  Bicicleta*,vulnera*, Bicicleta*,
vulnera* +  Billetera*,vulnera*, Billetera*,
vulnera* +  Buses,vulnera*, Buses,
vulnera* +  Calle*,vulnera*, Calle*,
vulnera* +  Casas,vulnera*, Casas,
vulnera* +  Celular*,vulnera*, Celular*,
vulnera* +  Colegio*,vulnera*, Colegio*,
vulnera* +  Moto,vulnera*, Moto,
vulnera* +  Parque*,vulnera*, Parque*,
vulnera* +  SITP,vulnera*, SITP,
vulnera* +  Taxi,vulnera*, Taxi,
vulnera* +  TM,vulnera*, TM,
vulnera* +  Transmilenio,vulnera*, Transmilenio,
vulnera* +  Transporte publico,vulnera*, Transporte publico,
vulnera* +  Universidad*,vulnera*, Universidad*,
maldad* +  Bicicleta*,maldad*, Bicicleta*,
maldad* +  Billetera*,maldad*, Billetera*,
maldad* +  Buses,maldad*, Buses,
maldad* +  Calle*,maldad*, Calle*,
maldad* +  Casas,maldad*, Casas,
maldad* +  Celular*,maldad*, Celular*,
maldad* +  Colegio*,maldad*, Colegio*,
maldad* +  Moto,maldad*, Moto,
maldad* +  Parque*,maldad*, Parque*,
maldad* +  SITP,maldad*, SITP,
maldad* +  Taxi,maldad*, Taxi,
maldad* +  TM,maldad*, TM,
maldad* +  Transmilenio,maldad*, Transmilenio,
maldad* +  Transporte publico,maldad*, Transporte publico,
maldad* +  Universidad*,maldad*, Universidad*,
insultar* +  Bicicleta*,insultar*, Bicicleta*,
insultar* +  Billetera*,insultar*, Billetera*,
insultar* +  Buses,insultar*, Buses,
insultar* +  Calle*,insultar*, Calle*,
insultar* +  Casas,insultar*, Casas,
insultar* +  Celular*,insultar*, Celular*,
insultar* +  Colegio*,insultar*, Colegio*,
insultar* +  Moto,insultar*, Moto,
insultar* +  Parque*,insultar*, Parque*,
insultar* +  SITP,insultar*, SITP,
insultar* +  Taxi,insultar*, Taxi,
insultar* +  TM,insultar*, TM,
insultar* +  Transmilenio,insultar*, Transmilenio,
insultar* +  Transporte publico,insultar*, Transporte publico,
insultar* +  Universidad*,insultar*, Universidad*,
Delincuencia +  Bicicleta*,Delincuencia, Bicicleta*,
Delincuencia +  Billetera*,Delincuencia, Billetera*,
Delincuencia +  Buses,Delincuencia, Buses,
Delincuencia +  Calle*,Delincuencia, Calle*,
Delincuencia +  Casas,Delincuencia, Casas,
Delincuencia +  Celular*,Delincuencia, Celular*,
Delincuencia +  Colegio*,Delincuencia, Colegio*,
Delincuencia +  Moto,Delincuencia, Moto,
Delincuencia +  Parque*,Delincuencia, Parque*,
Delincuencia +  SITP,Delincuencia, SITP,
Delincuencia +  Taxi,Delincuencia, Taxi,
Delincuencia +  TM,Delincuencia, TM,
Delincuencia +  Transmilenio,Delincuencia, Transmilenio,
Delincuencia +  Transporte publico,Delincuencia, Transporte publico,
Delincuencia +  Universidad*,Delincuencia, Universidad*,
Delinqu* +  Bicicleta*,Delinqu*, Bicicleta*,
Delinqu* +  Billetera*,Delinqu*, Billetera*,
Delinqu* +  Buses,Delinqu*, Buses,
Delinqu* +  Calle*,Delinqu*, Calle*,
Delinqu* +  Casas,Delinqu*, Casas,
Delinqu* +  Celular*,Delinqu*, Celular*,
Delinqu* +  Colegio*,Delinqu*, Colegio*,
Delinqu* +  Moto,Delinqu*, Moto,
Delinqu* +  Parque*,Delinqu*, Parque*,
Delinqu* +  SITP,Delinqu*, SITP,
Delinqu* +  Taxi,Delinqu*, Taxi,
Delinqu* +  TM,Delinqu*, TM,
Delinqu* +  Transmilenio,Delinqu*, Transmilenio,
Delinqu* +  Transporte publico,Delinqu*, Transporte publico,
Delinqu* +  Universidad*,Delinqu*, Universidad*,
violaci* +  Bicicleta*,violaci*, Bicicleta*,
violaci* +  Billetera*,violaci*, Billetera*,
violaci* +  Buses,violaci*, Buses,
violaci* +  Calle*,violaci*, Calle*,
violaci* +  Casas,violaci*, Casas,
violaci* +  Celular*,violaci*, Celular*,
violaci* +  Colegio*,violaci*, Colegio*,
violaci* +  Moto,violaci*, Moto,
violaci* +  Parque*,violaci*, Parque*,
violaci* +  SITP,violaci*, SITP,
violaci* +  Taxi,violaci*, Taxi,
violaci* +  TM,violaci*, TM,
violaci* +  Transmilenio,violaci*, Transmilenio,
violaci* +  Transporte publico,violaci*, Transporte publico,
violaci* +  Universidad*,violaci*, Universidad*,
Pánico +  Bicicleta*,Pánico, Bicicleta*,
Pánico +  Billetera*,Pánico, Billetera*,
Pánico +  Buses,Pánico, Buses,
Pánico +  Calle*,Pánico, Calle*,
Pánico +  Casas,Pánico, Casas,
Pánico +  Celular*,Pánico, Celular*,
Pánico +  Colegio*,Pánico, Colegio*,
Pánico +  Moto,Pánico, Moto,
Pánico +  Parque*,Pánico, Parque*,
Pánico +  SITP,Pánico, SITP,
Pánico +  Taxi,Pánico, Taxi,
Pánico +  TM,Pánico, TM,
Pánico +  Transmilenio,Pánico, Transmilenio,
Pánico +  Transporte publico,Pánico, Transporte publico,
Pánico +  Universidad*,Pánico, Universidad*,
Alarma* +  Bicicleta*,Alarma*, Bicicleta*,
Alarma* +  Billetera*,Alarma*, Billetera*,
Alarma* +  Buses,Alarma*, Buses,
Alarma* +  Calle*,Alarma*, Calle*,
Alarma* +  Casas,Alarma*, Casas,
Alarma* +  Celular*,Alarma*, Celular*,
Alarma* +  Colegio*,Alarma*, Colegio*,
Alarma* +  Moto,Alarma*, Moto,
Alarma* +  Parque*,Alarma*, Parque*,
Alarma* +  SITP,Alarma*, SITP,
Alarma* +  Taxi,Alarma*, Taxi,
Alarma* +  TM,Alarma*, TM,
Alarma* +  Transmilenio,Alarma*, Transmilenio,
Alarma* +  Transporte publico,Alarma*, Transporte publico,
Alarma* +  Universidad*,Alarma*, Universidad*,
Pavor +  Bicicleta*,Pavor, Bicicleta*,
Pavor +  Billetera*,Pavor, Billetera*,
Pavor +  Buses,Pavor, Buses,
Pavor +  Calle*,Pavor, Calle*,
Pavor +  Casas,Pavor, Casas,
Pavor +  Celular*,Pavor, Celular*,
Pavor +  Colegio*,Pavor, Colegio*,
Pavor +  Moto,Pavor, Moto,
Pavor +  Parque*,Pavor, Parque*,
Pavor +  SITP,Pavor, SITP,
Pavor +  Taxi,Pavor, Taxi,
Pavor +  TM,Pavor, TM,
Pavor +  Transmilenio,Pavor, Transmilenio,
Pavor +  Transporte publico,Pavor, Transporte publico,
Pavor +  Universidad*,Pavor, Universidad*,
Susto +  Bicicleta*,Susto, Bicicleta*,
Susto +  Billetera*,Susto, Billetera*,
Susto +  Buses,Susto, Buses,
Susto +  Calle*,Susto, Calle*,
Susto +  Casas,Susto, Casas,
Susto +  Celular*,Susto, Celular*,
Susto +  Colegio*,Susto, Colegio*,
Susto +  Moto,Susto, Moto,
Susto +  Parque*,Susto, Parque*,
Susto +  SITP,Susto, SITP,
Susto +  Taxi,Susto, Taxi,
Susto +  TM,Susto, TM,
Susto +  Transmilenio,Susto, Transmilenio,
Susto +  Transporte publico,Susto, Transporte publico,
Susto +  Universidad*,Susto, Universidad*,
Intimidación* +  Bicicleta*,Intimidación*, Bicicleta*,
Intimidación* +  Billetera*,Intimidación*, Billetera*,
Intimidación* +  Buses,Intimidación*, Buses,
Intimidación* +  Calle*,Intimidación*, Calle*,
Intimidación* +  Casas,Intimidación*, Casas,
Intimidación* +  Celular*,Intimidación*, Celular*,
Intimidación* +  Colegio*,Intimidación*, Colegio*,
Intimidación* +  Moto,Intimidación*, Moto,
Intimidación* +  Parque*,Intimidación*, Parque*,
Intimidación* +  SITP,Intimidación*, SITP,
Intimidación* +  Taxi,Intimidación*, Taxi,
Intimidación* +  TM,Intimidación*, TM,
Intimidación* +  Transmilenio,Intimidación*, Transmilenio,
Intimidación* +  Transporte publico,Intimidación*, Transporte publico,
Intimidación* +  Universidad*,Intimidación*, Universidad*,
Temor* +  Bicicleta*,Temor*, Bicicleta*,
Temor* +  Billetera*,Temor*, Billetera*,
Temor* +  Buses,Temor*, Buses,
Temor* +  Calle*,Temor*, Calle*,
Temor* +  Casas,Temor*, Casas,
Temor* +  Celular*,Temor*, Celular*,
Temor* +  Colegio*,Temor*, Colegio*,
Temor* +  Moto,Temor*, Moto,
Temor* +  Parque*,Temor*, Parque*,
Temor* +  SITP,Temor*, SITP,
Temor* +  Taxi,Temor*, Taxi,
Temor* +  TM,Temor*, TM,
Temor* +  Transmilenio,Temor*, Transmilenio,
Temor* +  Transporte publico,Temor*, Transporte publico,
Temor* +  Universidad*,Temor*, Universidad*,
Intranquilidad* +  Bicicleta*,Intranquilidad*, Bicicleta*,
Intranquilidad* +  Billetera*,Intranquilidad*, Billetera*,
Intranquilidad* +  Buses,Intranquilidad*, Buses,
Intranquilidad* +  Calle*,Intranquilidad*, Calle*,
Intranquilidad* +  Casas,Intranquilidad*, Casas,
Intranquilidad* +  Celular*,Intranquilidad*, Celular*,
Intranquilidad* +  Colegio*,Intranquilidad*, Colegio*,
Intranquilidad* +  Moto,Intranquilidad*, Moto,
Intranquilidad* +  Parque*,Intranquilidad*, Parque*,
Intranquilidad* +  SITP,Intranquilidad*, SITP,
Intranquilidad* +  Taxi,Intranquilidad*, Taxi,
Intranquilidad* +  TM,Intranquilidad*, TM,
Intranquilidad* +  Transmilenio,Intranquilidad*, Transmilenio,
Intranquilidad* +  Transporte publico,Intranquilidad*, Transporte publico,
Intranquilidad* +  Universidad*,Intranquilidad*, Universidad*,
Amenza* +  Bicicleta*,Amenza*, Bicicleta*,
Amenza* +  Billetera*,Amenza*, Billetera*,
Amenza* +  Buses,Amenza*, Buses,
Amenza* +  Calle*,Amenza*, Calle*,
Amenza* +  Casas,Amenza*, Casas,
Amenza* +  Celular*,Amenza*, Celular*,
Amenza* +  Colegio*,Amenza*, Colegio*,
Amenza* +  Moto,Amenza*, Moto,
Amenza* +  Parque*,Amenza*, Parque*,
Amenza* +  SITP,Amenza*, SITP,
Amenza* +  Taxi,Amenza*, Taxi,
Amenza* +  TM,Amenza*, TM,
Amenza* +  Transmilenio,Amenza*, Transmilenio,
Amenza* +  Transporte publico,Amenza*, Transporte publico,
Amenza* +  Universidad*,Amenza*, Universidad*,
Precaución* +  Bicicleta*,Precaución*, Bicicleta*,
Precaución* +  Billetera*,Precaución*, Billetera*,
Precaución* +  Buses,Precaución*, Buses,
Precaución* +  Calle*,Precaución*, Calle*,
Precaución* +  Casas,Precaución*, Casas,
Precaución* +  Celular*,Precaución*, Celular*,
Precaución* +  Colegio*,Precaución*, Colegio*,
Precaución* +  Moto,Precaución*, Moto,
Precaución* +  Parque*,Precaución*, Parque*,
Precaución* +  SITP,Precaución*, SITP,
Precaución* +  Taxi,Precaución*, Taxi,
Precaución* +  TM,Precaución*, TM,
Precaución* +  Transmilenio,Precaución*, Transmilenio,
Precaución* +  Transporte publico,Precaución*, Transporte publico,
Precaución* +  Universidad*,Precaución*, Universidad*,
vigilancia* +  Bicicleta*,vigilancia*, Bicicleta*,
vigilancia* +  Billetera*,vigilancia*, Billetera*,
vigilancia* +  Buses,vigilancia*, Buses,
vigilancia* +  Calle*,vigilancia*, Calle*,
vigilancia* +  Casas,vigilancia*, Casas,
vigilancia* +  Celular*,vigilancia*, Celular*,
vigilancia* +  Colegio*,vigilancia*, Colegio*,
vigilancia* +  Moto,vigilancia*, Moto,
vigilancia* +  Parque*,vigilancia*, Parque*,
vigilancia* +  SITP,vigilancia*, SITP,
vigilancia* +  Taxi,vigilancia*, Taxi,
vigilancia* +  TM,vigilancia*, TM,
vigilancia* +  Transmilenio,vigilancia*, Transmilenio,
vigilancia* +  Transporte publico,vigilancia*, Transporte publico,
vigilancia* +  Universidad*,vigilancia*, Universidad*,
Atentado* +  Bicicleta*,Atentado*, Bicicleta*,
Atentado* +  Billetera*,Atentado*, Billetera*,
Atentado* +  Buses,Atentado*, Buses,
Atentado* +  Calle*,Atentado*, Calle*,
Atentado* +  Casas,Atentado*, Casas,
Atentado* +  Celular*,Atentado*, Celular*,
Atentado* +  Colegio*,Atentado*, Colegio*,
Atentado* +  Moto,Atentado*, Moto,
Atentado* +  Parque*,Atentado*, Parque*,
Atentado* +  SITP,Atentado*, SITP,
Atentado* +  Taxi,Atentado*, Taxi,
Atentado* +  TM,Atentado*, TM,
Atentado* +  Transmilenio,Atentado*, Transmilenio,
Atentado* +  Transporte publico,Atentado*, Transporte publico,
Atentado* +  Universidad*,Atentado*, Universidad*,
Transgresión* +  Bicicleta*,Transgresión*, Bicicleta*,
Transgresión* +  Billetera*,Transgresión*, Billetera*,
Transgresión* +  Buses,Transgresión*, Buses,
Transgresión* +  Calle*,Transgresión*, Calle*,
Transgresión* +  Casas,Transgresión*, Casas,
Transgresión* +  Celular*,Transgresión*, Celular*,
Transgresión* +  Colegio*,Transgresión*, Colegio*,
Transgresión* +  Moto,Transgresión*, Moto,
Transgresión* +  Parque*,Transgresión*, Parque*,
Transgresión* +  SITP,Transgresión*, SITP,
Transgresión* +  Taxi,Transgresión*, Taxi,
Transgresión* +  TM,Transgresión*, TM,
Transgresión* +  Transmilenio,Transgresión*, Transmilenio,
Transgresión* +  Transporte publico,Transgresión*, Transporte publico,
Transgresión* +  Universidad*,Transgresión*, Universidad*,
ratería* +  Bicicleta*,ratería*, Bicicleta*,
ratería* +  Billetera*,ratería*, Billetera*,
ratería* +  Buses,ratería*, Buses,
ratería* +  Calle*,ratería*, Calle*,
ratería* +  Casas,ratería*, Casas,
ratería* +  Celular*,ratería*, Celular*,
ratería* +  Colegio*,ratería*, Colegio*,
ratería* +  Moto,ratería*, Moto,
ratería* +  Parque*,ratería*, Parque*,
ratería* +  SITP,ratería*, SITP,
ratería* +  Taxi,ratería*, Taxi,
ratería* +  TM,ratería*, TM,
ratería* +  Transmilenio,ratería*, Transmilenio,
ratería* +  Transporte publico,ratería*, Transporte publico,
ratería* +  Universidad*,ratería*, Universidad*,
Contrabando* +  Bicicleta*,Contrabando*, Bicicleta*,
Contrabando* +  Billetera*,Contrabando*, Billetera*,
Contrabando* +  Buses,Contrabando*, Buses,
Contrabando* +  Calle*,Contrabando*, Calle*,
Contrabando* +  Casas,Contrabando*, Casas,
Contrabando* +  Celular*,Contrabando*, Celular*,
Contrabando* +  Colegio*,Contrabando*, Colegio*,
Contrabando* +  Moto,Contrabando*, Moto,
Contrabando* +  Parque*,Contrabando*, Parque*,
Contrabando* +  SITP,Contrabando*, SITP,
Contrabando* +  Taxi,Contrabando*, Taxi,
Contrabando* +  TM,Contrabando*, TM,
Contrabando* +  Transmilenio,Contrabando*, Transmilenio,
Contrabando* +  Transporte publico,Contrabando*, Transporte publico,
Contrabando* +  Universidad*,Contrabando*, Universidad*,
Fraude* +  Bicicleta*,Fraude*, Bicicleta*,
Fraude* +  Billetera*,Fraude*, Billetera*,
Fraude* +  Buses,Fraude*, Buses,
Fraude* +  Calle*,Fraude*, Calle*,
Fraude* +  Casas,Fraude*, Casas,
Fraude* +  Celular*,Fraude*, Celular*,
Fraude* +  Colegio*,Fraude*, Colegio*,
Fraude* +  Moto,Fraude*, Moto,
Fraude* +  Parque*,Fraude*, Parque*,
Fraude* +  SITP,Fraude*, SITP,
Fraude* +  Taxi,Fraude*, Taxi,
Fraude* +  TM,Fraude*, TM,
Fraude* +  Transmilenio,Fraude*, Transmilenio,
Fraude* +  Transporte publico,Fraude*, Transporte publico,
Fraude* +  Universidad*,Fraude*, Universidad*,
llevarse* +  Bicicleta*,llevarse*, Bicicleta*,
llevarse* +  Billetera*,llevarse*, Billetera*,
llevarse* +  Buses,llevarse*, Buses,
llevarse* +  Calle*,llevarse*, Calle*,
llevarse* +  Casas,llevarse*, Casas,
llevarse* +  Celular*,llevarse*, Celular*,
llevarse* +  Colegio*,llevarse*, Colegio*,
llevarse* +  Moto,llevarse*, Moto,
llevarse* +  Parque*,llevarse*, Parque*,
llevarse* +  SITP,llevarse*, SITP,
llevarse* +  Taxi,llevarse*, Taxi,
llevarse* +  TM,llevarse*, TM,
llevarse* +  Transmilenio,llevarse*, Transmilenio,
llevarse* +  Transporte publico,llevarse*, Transporte publico,
llevarse* +  Universidad*,llevarse*, Universidad*,
Atrac* +  Bicicleta*,Atrac*, Bicicleta*,
Atrac* +  Billetera*,Atrac*, Billetera*,
Atrac* +  Buses,Atrac*, Buses,
Atrac* +  Calle*,Atrac*, Calle*,
Atrac* +  Casas,Atrac*, Casas,
Atrac* +  Celular*,Atrac*, Celular*,
Atrac* +  Colegio*,Atrac*, Colegio*,
Atrac* +  Moto,Atrac*, Moto,
Atrac* +  Parque*,Atrac*, Parque*,
Atrac* +  SITP,Atrac*, SITP,
Atrac* +  Taxi,Atrac*, Taxi,
Atrac* +  TM,Atrac*, TM,
Atrac* +  Transmilenio,Atrac*, Transmilenio,
Atrac* +  Transporte publico,Atrac*, Transporte publico,
Atrac* +  Universidad*,Atrac*, Universidad*,
Engañ* +  Bicicleta*,Engañ*, Bicicleta*,
Engañ* +  Billetera*,Engañ*, Billetera*,
Engañ* +  Buses,Engañ*, Buses,
Engañ* +  Calle*,Engañ*, Calle*,
Engañ* +  Casas,Engañ*, Casas,
Engañ* +  Celular*,Engañ*, Celular*,
Engañ* +  Colegio*,Engañ*, Colegio*,
Engañ* +  Moto,Engañ*, Moto,
Engañ* +  Parque*,Engañ*, Parque*,
Engañ* +  SITP,Engañ*, SITP,
Engañ* +  Taxi,Engañ*, Taxi,
Engañ* +  TM,Engañ*, TM,
Engañ* +  Transmilenio,Engañ*, Transmilenio,
Engañ* +  Transporte publico,Engañ*, Transporte publico,
Engañ* +  Universidad*,Engañ*, Universidad*,
Ganzúa +  Bicicleta*,Ganzúa, Bicicleta*,
Ganzúa +  Billetera*,Ganzúa, Billetera*,
Ganzúa +  Buses,Ganzúa, Buses,
Ganzúa +  Calle*,Ganzúa, Calle*,
Ganzúa +  Casas,Ganzúa, Casas,
Ganzúa +  Celular*,Ganzúa, Celular*,
Ganzúa +  Colegio*,Ganzúa, Colegio*,
Ganzúa +  Moto,Ganzúa, Moto,
Ganzúa +  Parque*,Ganzúa, Parque*,
Ganzúa +  SITP,Ganzúa, SITP,
Ganzúa +  Taxi,Ganzúa, Taxi,
Ganzúa +  TM,Ganzúa, TM,
Ganzúa +  Transmilenio,Ganzúa, Transmilenio,
Ganzúa +  Transporte publico,Ganzúa, Transporte publico,
Ganzúa +  Universidad*,Ganzúa, Universidad*,
Asaltan* +  Bicicleta*,Asaltan*, Bicicleta*,
Asaltan* +  Billetera*,Asaltan*, Billetera*,
Asaltan* +  Buses,Asaltan*, Buses,
Asaltan* +  Calle*,Asaltan*, Calle*,
Asaltan* +  Casas,Asaltan*, Casas,
Asaltan* +  Celular*,Asaltan*, Celular*,
Asaltan* +  Colegio*,Asaltan*, Colegio*,
Asaltan* +  Moto,Asaltan*, Moto,
Asaltan* +  Parque*,Asaltan*, Parque*,
Asaltan* +  SITP,Asaltan*, SITP,
Asaltan* +  Taxi,Asaltan*, Taxi,
Asaltan* +  TM,Asaltan*, TM,
Asaltan* +  Transmilenio,Asaltan*, Transmilenio,
Asaltan* +  Transporte publico,Asaltan*, Transporte publico,
Asaltan* +  Universidad*,Asaltan*, Universidad*,
Saquead* +  Bicicleta*,Saquead*, Bicicleta*,
Saquead* +  Billetera*,Saquead*, Billetera*,
Saquead* +  Buses,Saquead*, Buses,
Saquead* +  Calle*,Saquead*, Calle*,
Saquead* +  Casas,Saquead*, Casas,
Saquead* +  Celular*,Saquead*, Celular*,
Saquead* +  Colegio*,Saquead*, Colegio*,
Saquead* +  Moto,Saquead*, Moto,
Saquead* +  Parque*,Saquead*, Parque*,
Saquead* +  SITP,Saquead*, SITP,
Saquead* +  Taxi,Saquead*, Taxi,
Saquead* +  TM,Saquead*, TM,
Saquead* +  Transmilenio,Saquead*, Transmilenio,
Saquead* +  Transporte publico,Saquead*, Transporte publico,
Saquead* +  Universidad*,Saquead*, Universidad*,
Banda* +  Bicicleta*,Banda*, Bicicleta*,
Banda* +  Billetera*,Banda*, Billetera*,
Banda* +  Buses,Banda*, Buses,
Banda* +  Calle*,Banda*, Calle*,
Banda* +  Casas,Banda*, Casas,
Banda* +  Celular*,Banda*, Celular*,
Banda* +  Colegio*,Banda*, Colegio*,
Banda* +  Moto,Banda*, Moto,
Banda* +  Parque*,Banda*, Parque*,
Banda* +  SITP,Banda*, SITP,
Banda* +  Taxi,Banda*, Taxi,
Banda* +  TM,Banda*, TM,
Banda* +  Transmilenio,Banda*, Transmilenio,
Banda* +  Transporte publico,Banda*, Transporte publico,
Banda* +  Universidad*,Banda*, Universidad*,
Pandilla* +  Bicicleta*,Pandilla*, Bicicleta*,
Pandilla* +  Billetera*,Pandilla*, Billetera*,
Pandilla* +  Buses,Pandilla*, Buses,
Pandilla* +  Calle*,Pandilla*, Calle*,
Pandilla* +  Casas,Pandilla*, Casas,
Pandilla* +  Celular*,Pandilla*, Celular*,
Pandilla* +  Colegio*,Pandilla*, Colegio*,
Pandilla* +  Moto,Pandilla*, Moto,
Pandilla* +  Parque*,Pandilla*, Parque*,
Pandilla* +  SITP,Pandilla*, SITP,
Pandilla* +  Taxi,Pandilla*, Taxi,
Pandilla* +  TM,Pandilla*, TM,
Pandilla* +  Transmilenio,Pandilla*, Transmilenio,
Pandilla* +  Transporte publico,Pandilla*, Transporte publico,
Pandilla* +  Universidad*,Pandilla*, Universidad*,
Pesquisa* +  Bicicleta*,Pesquisa*, Bicicleta*,
Pesquisa* +  Billetera*,Pesquisa*, Billetera*,
Pesquisa* +  Buses,Pesquisa*, Buses,
Pesquisa* +  Calle*,Pesquisa*, Calle*,
Pesquisa* +  Casas,Pesquisa*, Casas,
Pesquisa* +  Celular*,Pesquisa*, Celular*,
Pesquisa* +  Colegio*,Pesquisa*, Colegio*,
Pesquisa* +  Moto,Pesquisa*, Moto,
Pesquisa* +  Parque*,Pesquisa*, Parque*,
Pesquisa* +  SITP,Pesquisa*, SITP,
Pesquisa* +  Taxi,Pesquisa*, Taxi,
Pesquisa* +  TM,Pesquisa*, TM,
Pesquisa* +  Transmilenio,Pesquisa*, Transmilenio,
Pesquisa* +  Transporte publico,Pesquisa*, Transporte publico,
Pesquisa* +  Universidad*,Pesquisa*, Universidad*,
Agresi* +  Bicicleta*,Agresi*, Bicicleta*,
Agresi* +  Billetera*,Agresi*, Billetera*,
Agresi* +  Buses,Agresi*, Buses,
Agresi* +  Calle*,Agresi*, Calle*,
Agresi* +  Casas,Agresi*, Casas,
Agresi* +  Celular*,Agresi*, Celular*,
Agresi* +  Colegio*,Agresi*, Colegio*,
Agresi* +  Moto,Agresi*, Moto,
Agresi* +  Parque*,Agresi*, Parque*,
Agresi* +  SITP,Agresi*, SITP,
Agresi* +  Taxi,Agresi*, Taxi,
Agresi* +  TM,Agresi*, TM,
Agresi* +  Transmilenio,Agresi*, Transmilenio,
Agresi* +  Transporte publico,Agresi*, Transporte publico,
Agresi* +  Universidad*,Agresi*, Universidad*,
Soborno* +  Bicicleta*,Soborno*, Bicicleta*,
Soborno* +  Billetera*,Soborno*, Billetera*,
Soborno* +  Buses,Soborno*, Buses,
Soborno* +  Calle*,Soborno*, Calle*,
Soborno* +  Casas,Soborno*, Casas,
Soborno* +  Celular*,Soborno*, Celular*,
Soborno* +  Colegio*,Soborno*, Colegio*,
Soborno* +  Moto,Soborno*, Moto,
Soborno* +  Parque*,Soborno*, Parque*,
Soborno* +  SITP,Soborno*, SITP,
Soborno* +  Taxi,Soborno*, Taxi,
Soborno* +  TM,Soborno*, TM,
Soborno* +  Transmilenio,Soborno*, Transmilenio,
Soborno* +  Transporte publico,Soborno*, Transporte publico,
Soborno* +  Universidad*,Soborno*, Universidad*,
Sospechoso* +  Bicicleta*,Sospechoso*, Bicicleta*,
Sospechoso* +  Billetera*,Sospechoso*, Billetera*,
Sospechoso* +  Buses,Sospechoso*, Buses,
Sospechoso* +  Calle*,Sospechoso*, Calle*,
Sospechoso* +  Casas,Sospechoso*, Casas,
Sospechoso* +  Celular*,Sospechoso*, Celular*,
Sospechoso* +  Colegio*,Sospechoso*, Colegio*,
Sospechoso* +  Moto,Sospechoso*, Moto,
Sospechoso* +  Parque*,Sospechoso*, Parque*,
Sospechoso* +  SITP,Sospechoso*, SITP,
Sospechoso* +  Taxi,Sospechoso*, Taxi,
Sospechoso* +  TM,Sospechoso*, TM,
Sospechoso* +  Transmilenio,Sospechoso*, Transmilenio,
Sospechoso* +  Transporte publico,Sospechoso*, Transporte publico,
Sospechoso* +  Universidad*,Sospechoso*, Universidad*,
Vagabund* +  Bicicleta*,Vagabund*, Bicicleta*,
Vagabund* +  Billetera*,Vagabund*, Billetera*,
Vagabund* +  Buses,Vagabund*, Buses,
