,feature1,feature2,feature3,feature4,feature5
67,"('dos', 0.0018877559186065867)","('vez', 0.0015932525943102185)","('lugar', -0.0014184938084815424)","('anos', -0.0007650434020788908)","('parque', -0.0006270494095164347)"
68,"('celular', -0.0011800561758752667)","('me', -1.8756824046883682e-05)","('el', -1.6025336777361742e-05)","('por', -1.5976006132312676e-05)","('de', -1.4479973776818317e-05)"
69,"('van', -0.0018615943821692477)","('volver', 0.0011280086629373066)","('drogadictos', -1.1519830173288724e-05)","('de', 8.508461194322155e-06)","('hacer', -7.984042695447033e-06)"
70,"('movil', 0.004506390806595627)","('bronx', -0.001572990507251859)","('son', -0.0015179451359453359)","('ladrones', 6.762115873184665e-05)","('con', 5.680120490650231e-05)"
71,"('celular', -0.0007747313368544253)","('kawaii', 0.0004215473367117262)","('adiccion', 0.0004131827656440215)","('los', -3.246001523335869e-05)","('grave', 1.3324030154171496e-05)"
72,"('los', 0.0010336447912158387)","('ahi', -0.0006117773362117004)","('sin', -0.0005896130469914615)","('peor', -0.0004454704824131516)","('social', 0.0001833232962124627)"
73,"('asi', -0.0044632604179468864)","('operaba', -5.946702399466683e-07)","('la', -5.683442673642765e-07)","('banda', -5.401396149161022e-07)","('temible', -4.182045977189474e-07)"
74,"('cosquilleo', -1.4993792419119412e-33)","('dedicada', -1.096974794851903e-33)","('al', -8.715588424965397e-34)","('banda', 1.8453122720273424e-34)","('desarticulan', 1.4102735009194723e-34)"
75,"('la', 1.3998617966944818e-33)","('taponada', -6.040093273938902e-34)","('por', 3.2150465880841803e-34)","('semaforos', -2.943356776333104e-34)","('calle', -8.72670603093462e-35)"
76,"('santi', -0.0001322614183481686)","('nos', 4.273880367030958e-05)","('que', 9.870852111647874e-07)","('del', -9.261266288328727e-07)","('establecimiento', -8.508726985651564e-07)"
77,"('man', -0.001251242552443484)","('seguir', -0.0004980986107629792)","('imbecil', 0.00047906827627264634)","('tuve', 1.4681983151124802e-05)","('no', -1.3566538676847682e-05)"
78,"('ano', 0.0019811191656528226)","('usted', -0.0016561967211513135)","('van', -0.0012348331046254117)","('com', -0.00015652626359433848)","('los', 0.0001558597214668561)"
79,"('mas', -0.0004986919110531718)","('real', -0.0002640738285808323)","('opcion', -0.00020127539599172227)","('ciudad', -0.00012560841603528886)","('movilidad', -1.92781170551178e-05)"
80,"('hoy', 0.003522233525621612)","('edad', -0.00248249292224072)","('ley', -0.001408267376413887)","('menores', -3.593576966673087e-05)","('ustedes', 2.5260276727997236e-05)"
81,"('hoy', 0.0034960810864141066)","('edad', -0.0024625366785985636)","('ley', -0.0014176412805634291)","('o', 7.807309609820835e-05)","('es', -4.890539542964214e-05)"
82,"('tenian', 2.0964270436762605e-33)","('el', -1.473779869937605e-33)","('en', -8.12480765253901e-34)","('mente', 6.890753365012335e-34)","('seguramente', 5.70817964916149e-34)"
83,"('los', -0.008035000366325262)","('accion', 0.005981482390417754)","('cc', 0.0035453716632954466)","('delincuencial', 0.0027171825137015377)","('hoy', 0.0017650572676847314)"
84,"('dias', 0.0010994343769061203)","('los', -0.0006394525738712432)","('todas', 1.3378244413386975e-05)","('las', 1.0400426206519229e-05)","('hacen', -8.266528336375578e-06)"
85,"('da', -0.0016998287016375974)","('los', 0.0011530232352313155)","('mas', -0.0005319192473484248)","('asco', 0.0003992073357869303)","('quejan', -2.7796769182920753e-05)"
86,"('conozca', 0.0)","('la', 0.0)","('historia', 0.0)","('de', 0.0)","('pareja', 0.0)"
87,"('los', -0.00017348045247300817)","('cayeron', 4.1618388398276086e-05)","('transmilenio', -1.2837284462410266e-06)","('senalados', -1.1367436177662497e-06)","('de', -1.0980788966917055e-06)"
88,"('medellin', -0.0007454931424551873)","('habitante', -1.51643156091874e-07)","('que', -1.422880164753589e-07)","('de', -1.1509610200708702e-07)","('descaro', -1.0988054935208152e-07)"
89,"('mes', 0.003783450741831955)","('distrital', 0.0017453306433259442)","('comision', -0.0016088189682230505)","('administracion', -0.0015053334275970842)","('tuvo', 4.8108306041648005e-05)"
90,"('da', -0.0026734268268942814)","('hoy', 0.002611529071746573)","('mejor', 0.0007131859916401285)","('los', -0.000448176224125737)","('dia', -0.00024386621059258973)"
91,"('nacional', 0.0056842246581399)","('universidad', 1.3224886708622268e-06)","('la', 1.2097385607889802e-06)","('de', 1.0586301685200144e-06)","('estudiantes', 9.551231497402911e-07)"
92,"('favor', -0.0034407003509652266)","('la', -7.46942413258494e-07)","('calle', -6.898621967582186e-07)","('de', -6.839299409698154e-07)","('luminarias', -3.7752482886286346e-07)"
93,"('ser', -0.0009452763460810838)","('celular', -0.00038981162809066823)","('lider', -0.0002997810973455956)","('social', 0.00027874115296373585)","('los', 0.00015908641086687973)"
94,"('mujer', 0.003779636098177322)","('ser', -0.0014393900555795178)","('ahi', -0.0010641213743007823)","('temor', -0.0009587897090744262)","('estar', -0.0005285339805817659)"
95,"('ilegal', 0.004879529426333704)","('pais', -0.002354191204957518)","('poblacion', -0.0008123774856847647)","('es', -2.1824802588849306e-05)","('sobre', 1.7343398540737904e-05)"
96,"('sexual', 0.0009401484757921675)","('los', -0.000888294521377078)","('son', -0.000243001417235311)","('alzar', 0.00014464189511620586)","('de', 1.6910574436844682e-05)"
97,"('investigan', 2.1543702892414164e-33)","('presunto', 2.0982222345631736e-33)","('por', 1.749682072892793e-33)","('parte', 9.059188467728314e-34)","('robo', 5.916358601364409e-34)"
98,"('es', 3.5375273291990044e-33)","('salio', 2.7149013986433436e-33)","('del', 2.7126506109110523e-33)","('que', 1.424909939552554e-33)","('drogada', -8.46578608866626e-34)"
99,"('da', -0.0016634814836627898)","('ver', -0.0007876941338325467)","('drogas', 0.0005389288704604774)","('son', 0.00019650496117712228)","('impresion', -0.00015896163262945937)"
100,"('condicion', 0.0070892738933502975)","('aumenta', 1.7532483820907604e-06)","('no', 1.6525691569835916e-06)","('atentos', 1.430694212239467e-06)","('la', 1.0953309650065079e-06)"
101,"('sur', 0.0070716470600455696)","('sitp', -0.0033932507934365565)","('bus', -0.002848158743703905)","('mas', -0.000980463019765011)","('engorroso', 8.285524256722904e-05)"
102,"('atencion', 0.002654343277973512)","('dos', 0.0025595720643288114)","('bus', -0.002306634138118763)","('dio', -0.0016696802620378402)","('re', -0.0006089799933402496)"
103,"('beat', -0.00031374080470931645)","('conductor', -0.00023415623358146983)","('de', -6.2425300152286795e-06)","('robado', -4.777149312914426e-06)","('en', -4.61316193850189e-06)"
104,"('ciudad', -0.0004957373832575476)","('nos', 0.00014931105053604674)","('los', -2.2175479664325966e-05)","('policia', 6.926137505704016e-06)","('pulico', -4.858477241297211e-06)"
105,"('hoy', 0.0038055988939252974)","('garciam', -0.0024480456400201257)","('seguridad', 4.348545422235706e-05)","('pueden', -3.8599999599065726e-05)","('que', -3.176509323763044e-05)"
106,"('va', -0.002392503666891001)","('los', 0.0005065871472090352)","('unidad', 0.0003286209435292704)","('casos', 3.078461539812721e-05)","('prevenir', -2.1798491256848498e-05)"
107,"('lo', 1.901263763858148e-33)","('tambien', 1.7030537888842266e-33)","('escopolamina', 1.622215831482243e-33)","('drogo', -8.985937525196557e-34)","('con', 6.234273331931861e-34)"
108,"('estan', -0.003974159242984016)","('los', 0.0016993376366862246)","('robando', -6.0317980610583096e-05)","('se', -3.389490293948739e-05)","('cuanta', 2.450331608170355e-05)"
109,"('celular', -0.001699031713723821)","('se', -2.446599970635401e-07)","('un', -1.6444482106826572e-07)","('roba', -1.3045070641045795e-07)","('quien', -9.244199555948037e-08)"
110,"('estan', -0.0016431392874679458)","('distrital', 0.0013754212229542912)","('pais', -0.00083478198895909)","('aqui', 0.0005604082698403815)","('caos', -0.0004646292802659785)"
111,"('taxi', 0.0021692910854412056)","('llego', 3.18874557513572e-07)","('y', 3.0380188290109097e-07)","('a', 1.8335340281723212e-07)","('estadounidense', 1.7455959209721466e-07)"
112,"('hoy', 0.002167635375089964)","('pues', -0.001236178883603887)","('ahi', -0.0009154608428634176)","('camion', -0.0006861163504216562)","('anos', -0.0005728733749279538)"
113,"('va', -0.0011953841187516679)","('ano', 0.0010897062802926155)","('mal', -0.0010085136124637522)","('lugar', -0.0004893489098653566)","('algun', -0.0004828562242849315)"
114,"('los', 0.0014966272726376151)","('favor', -0.0014223337376789618)","('ahi', -0.0008072743127026327)","('amenazando', -3.168952182449496e-05)","('es', 2.8746041879563933e-05)"
115,"('bus', -0.0011712650529934305)","('pm', -0.0005792786758482831)","('wev', 0.0003221666631562449)","('eitb', 0.00031057151177364066)","('fin', -0.0002983625316897851)"
116,"('paz', 0.006852552837774981)","('admitalon', -0.0030551662327518827)","('otra', 0.00011285980379486747)","('les', -8.108115796232607e-05)","('y', -6.702182250125102e-05)"
117,"('son', -0.0002834753536226123)","('los', -6.294053955745984e-05)","('un', -5.1519596051357555e-06)","('quienes', -4.425798039814072e-06)","('la', -3.84887529882123e-06)"
118,"('celular', -0.0016987501626596331)","('robarles', 4.6929311154232285e-07)","('por', 4.00836033301675e-07)","('el', 3.9639105628298136e-07)","('fijo', 3.4338346282582473e-07)"
119,"('capital', 0.001917260993348565)","('caos', -0.0006964577503501882)","('poblacion', -0.0005859913758087752)","('facil', -0.000569350399173047)","('contaminacion', -0.0004523138752535507)"
120,"('nacional', 0.00385563553596634)","('parque', -0.0022786780294921185)","('conmemorando', 3.5062629918158864e-05)","('la', -3.0707773366241844e-05)","('brinquen', 2.388217099653813e-05)"
121,"('va', -0.00143086184219543)","('algun', -0.00046160992222902284)","('los', 0.00018609783194336175)","('echar', 0.00017454303308243885)","('hombre', 0.00012050264949945424)"
122,"('sexual', 0.0016224142612364305)","('bo', -0.000830853149401287)","('los', -0.0004806245310979203)","('tomarse', -2.551234332577775e-05)","('integridad', 1.595978313341765e-05)"
123,"('dolor', 0.0037571003151941076)","('violacion', -0.0019241819559410183)","('los', -0.0007092012247356309)","('las', -4.1593296570605625e-05)","('ninos', 4.067026675576738e-05)"
124,"('pais', -0.0010194188823736752)","('mejor', 0.00074022171455823)","('corrupcion', -0.0006201761886885988)","('peor', -0.0005174619880635665)","('amo', 0.0002952124490423012)"
125,"('bus', -0.0020901031489568523)","('da', -0.0013816248102632978)","('nos', 0.0004348136555686611)","('smog', 0.0003955871664526813)","('los', 0.0003473389642997063)"
126,"('esmad', -0.0030964206114026376)","('nacional', 0.0028384523072974605)","('son', -0.0002727903067893765)","('parque', -0.0001385573623634917)","('cuando', -4.4377045921437475e-05)"
127,"('dos', 0.005940587385321162)","('de', 1.2627438460439462e-06)","('delincuencia', 8.885741906395187e-07)","('desarticula', 8.437871257895048e-07)","('grupos', 5.126810844336569e-07)"
128,"('debil', -0.00040194407156007395)","('los', 4.6362450394569616e-05)","('quita', -6.011998254310513e-06)","('en', 4.9920553284482276e-06)","('decisiones', -4.309437918676144e-06)"
129,"('sln', -0.0003942255621812311)","('de', -1.0453637437523942e-07)","('pura', -1.0353123659376616e-07)","('demagogia', -8.939376080247833e-08)","('el', -6.952227849833367e-08)"
130,"('vias', 0.0031132670403388207)","('nacional', 0.0030325697842161323)","('parque', -0.002714290788106548)","('cientos', 4.179002084848078e-05)","('hombres', -3.19009737924963e-05)"
131,"('col', -0.0013470037645130076)","('actuacion', -4.477893628824855e-05)","('presuntos', 1.7655925628127663e-05)","('deben', -1.4454432824007064e-05)","('libertador', -1.0359472676118807e-05)"
132,"('carcel', -0.0035128696601262)","('los', 0.001407632280418114)","('que', 3.3150416995595815e-05)","('cada', -2.943566905833511e-05)","('transmilenio', -2.679165264003196e-05)"
133,"('los', -0.00021403351540569564)","('que', -4.873528028330871e-08)","('todos', -4.540484496376691e-08)","('hay', -3.9814309436618655e-08)","('reportar', -3.204066925039904e-08)"
134,"('publico', 3.406845455046163e-33)","('un', 2.9611715640725158e-33)","('es', 1.807961249619177e-33)","('espacio', 1.4958160345805294e-33)","('cerrrado', -1.3936573756073791e-33)"
135,"('va', -0.002517291458121346)","('mejor', 0.0013067893227799794)","('ayer', -0.0010142993984932958)","('dia', 9.21425670551001e-05)","('telefonos', 3.586630861118532e-05)"
136,"('poblacion', -0.0005434606190442317)","('circular', 0.0003459194200133253)","('imaginate', -1.3996422776282808e-05)","('ruta', 1.3277627245181132e-05)","('y', -1.1993673896877419e-05)"
137,"('razon', -0.0008402720730023505)","('tiene', -2.3223273639717013e-07)","('toda', -2.135839149287774e-07)","('la', -2.016678355832457e-07)","('dr', -1.8559996068840724e-07)"
138,"('chad', 0.0011947505417733754)","('ser', -0.001061572553358669)","('edad', -0.0008256362997091858)","('anos', -0.00038187790687480017)","('oposicion', 4.9761928249954536e-05)"
139,"('mujer', 0.005109487206368177)","('pais', -0.0017657713263226082)","('violacion', -0.001655920929705918)","('anos', -0.0008750207260946956)","('son', -0.0007350414963391797)"
140,"('capital', 0.0023630345590042886)","('asi', -0.0019777851369169644)","('lugar', -0.0008302380292988299)","('plan', -0.00047240009202788937)","('lopez', -0.0003672213455733072)"
141,"('senor', -0.0018672153452787405)","('los', 0.00039420651985466233)","('ex', 0.00021857388534259552)","('ya', -2.310245032829975e-05)","('violencia', 1.706922187835397e-05)"
142,"('dos', 0.0025737229909971555)","('anos', -0.0010118419411863494)","('hombre', -0.00071875342830047)","('los', -0.0006445354166028622)","('su', 4.0183060137366507e-05)"
143,"('capital', 0.0023536805265453173)","('pais', -0.0015556906775399768)","('sector', 0.001088509788405134)","('director', 0.00032383586499089826)","('reunion', -0.0003177679892526654)"
144,"('mujer', 0.00531046056842606)","('va', -0.002752761832167594)","('algun', -0.0015694038265606015)","('usa', -0.0013238647469773774)","('usar', -0.0007365369265507693)"
145,"('ningun', -0.0013208587744226276)","('ej', 0.0001536922150830871)","('transnacional', 0.00014927251674101076)","('app', 0.00012963866751487934)","('son', -5.581746944834514e-05)"
146,"('favor', -0.0015534879769665087)","('mas', -0.0005636773058337085)","('los', 0.0005514901018518854)","('super', 0.0004006610151844478)","('cosquillean', -2.2690783899196207e-05)"
147,"('ver', -0.0008676616721573314)","('interior', -0.0005060491861321374)","('celular', -0.0004893416620624933)","('social', 0.00035218563254465677)","('lider', -0.000207704792206863)"
148,"('hoy', 0.0019241370280736459)","('sin', -0.0010510482081706246)","('situacion', -0.0010143215741898303)","('celular', -0.0006173250732018835)","('dias', 0.0005689761550168055)"
149,"('mujer', 0.00958204925180152)","('hombre', -0.006474129265840285)","('de', 0.00013266784882967207)","('violencia', -0.0001213368393026883)","('generalizar', 9.400701726109691e-05)"
150,"('mal', -0.0014551614594492646)","('celular', -0.000548429447175626)","('usd', 0.0003830125840964782)","('esta', 2.0973510095457875e-05)","('dejar', 2.07243944725282e-05)"
151,"('vial', 0.001603839131588823)","('los', -0.0006118380156045565)","('mas', -0.0005686706734495654)","('senalizacion', 7.872417405781168e-05)","('iluminacion', 7.775309229892547e-05)"
152,"('bien', -0.0014472013990096829)","('mas', -0.00046776454048095883)","('produccion', 0.00044268284932009913)","('ciudad', -6.911890133592232e-05)","('manos', 5.165617098380596e-05)"
153,"('esmad', -0.005441782888454548)","('del', -1.0266384010204956e-06)","('y', -1.0026934506165382e-06)","('en', -8.952368033794648e-07)","('lo', -8.445702482313614e-07)"
154,"('estan', -0.0024413206827735537)","('da', -0.0013605210150429978)","('peor', -6.725882258988329e-05)","('personas', -5.503825264002442e-05)","('llenos', 5.330192812718965e-05)"
155,"('jardin', -0.0008581651095410924)","('infantil', -0.0006095626756395159)","('los', 0.0003016611279267478)","('televisores', -1.3197842213165329e-05)","('y', -9.18104113021187e-06)"
156,"('dan', -0.0026060540506934325)","('los', 0.0008247292712632146)","('la', -1.544761410998989e-05)","('ladrones', -1.1762742836784623e-05)","('porque', -1.1584951650697243e-05)"
157,"('casi', -0.00220726927045916)","('son', 0.00033799916724522756)","('contra', -2.5954978572499057e-05)","('en', -2.367520391936608e-05)","('es', 1.553487335722602e-05)"
158,"('normal', 0.003511959840022009)","('situacion', -0.0015196999762534685)","('institucion', -0.001363805277988957)","('sexual', 0.0012003500091769816)","('superior', -0.0006786326244023747)"
159,"('los', -0.00021403322776820122)","('el', -2.9005243682970453e-08)","('hurto', -1.9675108735524382e-08)","('baja', -1.7870262971341952e-08)","('pero', -1.446415769751003e-08)"
160,"('bus', -0.0027039404973745883)","('escolar', 0.0010485250237220966)","('entregan', -3.7312649026798754e-05)","('video', -2.6520099476052047e-05)","('en', -2.1470854632463207e-05)"
