,feature1,feature2,feature3,feature4,feature5
13,"('mujer', 0.20729436376304514)","('rodriguez', 0.09575246864953565)","('los', -0.06187421907929692)","('dia', -0.010783050385258992)","('mas', -0.004476962891238379)"
14,"('atencion', 0.19619469943874537)","('los', -0.11055970500583764)","('fontibon', -0.04430076942837363)","('persecucion', -0.04060748400747253)","('mucha', 0.004947996733502524)"
15,"('militar', -0.030050567973098026)","('ahi', 0.026914008013338993)","('anos', -0.014140159963661495)","('unal', -0.008572259320085221)","('vez', 0.001823122145735088)"
16,"('inclusion', 0.13849686413428117)","('uneb', 0.07203854670619464)","('mundial', 0.04913856927304378)","('los', -0.047081662538686626)","('mas', -0.019827076193474808)"
17,"('vias', 0.1484771329400691)","('los', -0.07635924723700557)","('resultados', 0.0019603723819903093)","('de', 0.0013685733185346293)","('febrero', 0.0011467797664879518)"
18,"('dic', -0.045303995915743966)","('loc', -0.018332880601572003)","('concejal', 0.013985460840392643)","('nov', 0.0030949784473539503)","('ninos', 0.000643577478774814)"
19,"('feliz', 0.0836652466313009)","('hdp', -0.07568942968830923)","('celular', 0.05335850838073907)","('lograron', 0.0009802861757895573)","('quitarme', 0.0007881062926007858)"
20,"('alcohol', -0.05235474442410704)","('drogas', 0.012493380804170949)","('eloina', -0.00026461236127759124)","('la', -0.000224199342444554)","('s', -0.00021598379396053194)"
21,"('fin', 0.15836550015060544)","('ciudad', -0.06303989264611133)","('los', -0.03942817997407385)","('van', -0.029995137677662827)","('manosear', -0.0021489209400212244)"
22,"('veo', -0.03849128161697047)","('buses', -7.21496008063694e-06)","('en', -6.917891176323055e-06)","('esos', -6.330950491150794e-06)","('mismos', -5.7975654666809044e-06)"
23,"('kennedy', 0.04134303415736538)","('pan', -0.034360916378089565)","('lideres', 0.012145685836599005)","('dia', -0.009600661311252718)","('de', -0.00046164698626753386)"
24,"('cartel', 0.043335662947597865)","('farc', -0.025743778213628797)","('son', -0.014459402806066305)","('ver', -0.012702803192087235)","('estas', -0.007998706957675728)"
25,"('bus', -0.09410152415241002)","('celular', 0.06339712137184693)","('tres', 0.03302552782770003)","('hombre', -0.015247989929669532)","('le', 0.0010880019471844128)"
26,"('mujer', 0.1189394862248912)","('veo', -0.08231176252926319)","('los', -0.046255677134637595)","('mas', -0.005096098990828149)","('y', -0.001925667400648343)"
27,"('denuncian', 8.600621707240965e-33)","('de', 8.527349933768572e-33)","('nuevo', 8.109888481303952e-33)","('caso', -2.932888210564501e-33)","('intento', -3.0260309053004973e-34)"
28,"('muy', 0.0)","('seguramente', 0.0)","('el', 0.0)","('propietario', 0.0)","('esta', 0.0)"
29,"('celular', 0.11600683918150502)","('lo', 3.062094437160347e-05)","('a', 2.0169402836020447e-05)","('cuando', 1.9376739015538606e-05)","('uno', 1.81696820026287e-05)"
30,"('comparacion', 0.10780072675351822)","('tal', -0.04178749261660273)","('sin', -0.031928220839465046)","('los', -0.031631191280476416)","('anos', -0.020476491687943695)"
31,"('mas', 0.004874840556597351)","('que', 1.279715981419631e-06)","('encantaria', 1.240046237034369e-06)","('cada', 1.151165976290416e-06)","('me', 7.682674047295434e-07)"
32,"('van', -0.015067020078341547)","('victimas', -3.3949606375010606e-06)","('homofobia', -3.3407234024205523e-06)","('hay', -3.106797547028573e-06)","('de', -2.642793451516567e-06)"
33,"('via', -0.0338045549412978)","('cai', -0.0095013425789442)","('los', 0.006306301801281908)","('tweet', -0.005036892378728983)","('demostracion', 0.004635103226608006)"
34,"('gran', -0.02797168666251622)","('son', -0.008026151267477548)","('minimo', 0.0007473304311214705)","('de', -0.0006753672394774005)","('hay', -0.0004964242884878315)"
35,"('los', -0.004460569674847764)","('movilizarse', -1.0128808380855959e-06)","('es', -9.851612935759964e-07)","('en', -9.508874102167336e-07)","('bogota', -7.072830562636691e-07)"
36,"('vial', 0.16908639287071725)","('ciudad', -0.09960431127948603)","('los', -0.042650670628181404)","('peatones', -0.0027565776699748626)","('para', 0.0023463086229114287)"
37,"('menor', -0.07538758139309128)","('atacado', -1.1358521179096203e-05)","('fue', -1.0089947804882497e-05)","('tijeras', -1.0035879732930497e-05)","('con', -9.261613737116878e-06)"
38,"('en', 0.0)","('trabajamos', 0.0)","('para', 0.0)","('que', 0.0)","('las', 0.0)"
39,"('esmad', -0.09494443385493219)","('usen', 0.04894930959390655)","('invocan', -0.00035320594306587706)","('tiene', 0.00031097849055399093)","('pero', -0.0002787598850786268)"
40,"('menor', -0.08038301640642612)","('capital', 0.07034634832915068)","('horror', -0.03736115917089371)","('otro', -0.001792019065354998)","('causo', -0.000990252018463248)"
41,"('arma', -0.05007119426633714)","('un', -0.0005761926292986234)","('personas', -0.0004961954275953971)","('es', -0.0003980923230490914)","('ruin', 0.00037443981551504965)"
42,"('ciudad', -0.03239914749454731)","('los', 0.0068510675080381755)","('genera', -0.00032100714254400427)","('un', -0.0002560376658732217)","('de', 0.0002333799783994691)"
43,"('la', 0.0)","('policia', 0.0)","('dira', 0.0)","('que', 0.0)","('como', 0.0)"
44,"('bus', -0.05805748743306717)","('buen', 0.021650831494154626)","('estan', -0.017628703949555118)","('los', 0.008605577327308406)","('en', 0.0008248151324606504)"
45,"('bici', 0.13990861944137392)","('ciudad', -0.048047696206947856)","('los', -0.014986841030944019)","('gente', -0.0007328788668141542)","('pero', -0.0006297739611005299)"
46,"('hp', -0.023536829584126392)","('mas', 0.0029535062272511943)","('los', 0.0014672426825576982)","('marihuaneros', -0.00020204832244590258)","('tambien', -0.000162532937163607)"
47,"('ano', 0.12154560365657872)","('paz', 0.026407054933541407)","('mil', -0.0147366073273697)","('mas', -0.0025164422894050882)","('han', 0.0006593870335252853)"
48,"('movil', 0.03600877076485164)","('interior', -0.025522466309477937)","('licor', -0.017737949499839423)","('los', -0.005300346534926804)","('pijamada', -0.0010894711441417077)"
49,"('informacion', 0.12403227947922277)","('los', -0.0553746004689777)","('seguridad', 0.0019654092341481783)","('y', 0.000947653037215027)","('para', -0.0009358924775015524)"
50,"('ciudad', -0.023569816363469387)","('desorden', 0.006630426452507244)","('drogas', 0.0037629218154120376)","('los', 0.0011660037659756554)","('ramplante', -0.00018305856450543846)"
51,"('sur', -0.07929703764273069)","('arma', -0.0594734755709258)","('coronavirus', 0.055991854889822966)","('celular', 0.045725816157259486)","('los', -0.003210004179922381)"
52,"('medellin', 0.06142136531125801)","('edad', -0.04404626434422741)","('cali', -0.028821960283926164)","('pais', -0.021834407022698347)","('han', 0.0010818152925722885)"
53,"('sin', -0.02209568656451028)","('manos', -0.004760882666289786)","('asi', -0.001689898434855059)","('encontrar', 0.0002610286952056799)","('tipo', 0.00024394039055903745)"
54,"('medellin', 0.0667691410275448)","('son', -0.03859196732801573)","('florez', -0.022112367653829644)","('debe', 0.0017030590231511542)","('esta', -0.0009903903358292265)"
55,"('vandalos', 3.740150903829658e-32)","('sociales', 3.093243448028632e-32)","('inmundos', 2.392025649168557e-32)","('basofias', 2.3598287448386078e-32)","('drogos', 2.1791572662044405e-32)"
56,"('actor', 0.11586097840771038)","('formacion', 0.062056898803480885)","('son', -0.04195869133938476)","('drogadiccion', -0.034878428070090145)","('los', -0.024647371672373714)"
57,"('los', -0.004460594367945568)","('sobrepoblado', -8.140535025526665e-07)","('toxico', -8.132784215513555e-07)","('un', -6.251416892856975e-07)","('inseguro', -6.090344672526472e-07)"
58,"('mal', -0.026647909091564084)","('corrupcion', -0.016090435217767075)","('antro', 0.005114797679609706)","('drogadiccion', 0.001834776236587638)","('de', -0.0005909231412902597)"
59,"('mujer', 0.1114278613616403)","('estacion', -0.10715552444233843)","('ladron', -0.09675208894995352)","('un', 0.0031303873267238837)","('por', -0.002920221766188252)"
60,"('mujer', 0.2826415841410288)","('los', -0.046813202532797145)","('etc', 0.0013829597685372673)","('violencia', -0.0010562404858715535)","('habria', 0.0007802595651503832)"
61,"('sexual', 0.12688486267822421)","('interpersonal', -0.1075977108642126)","('muertes', 0.002194304868483662)","('intrafamiliar', 0.0013007985630719638)","('violencia', 0.0012962236031457193)"
62,"('los', 0.020814501441212357)","('educacion', -0.014289637976294598)","('hoy', -0.010962305891983184)","('superior', -0.008142652864540618)","('hp', -0.004969734168689588)"
63,"('menor', -0.04028258782158384)","('aqui', 0.0358187925297749)","('edad', -0.02467400114737775)","('cai', -0.014403850703229413)","('estan', -0.012286311839431602)"
64,"('hoy', -0.03383448199548073)","('nacional', 0.030360543437443304)","('interior', -0.02833470215801736)","('institucion', 0.019870213566376378)","('col', -0.00964402248910855)"
65,"('trancon', -0.04872729475585009)","('fds', 0.01058359691618125)","('placa', -0.00031806682971043706)","('paciencia', -0.0002933919062426376)","('no', 0.00021745744556108792)"
66,"('dos', 0.06254528318934276)","('policia', 1.2813910668132582e-05)","('auxiliar', 1.1888376767530019e-05)","('la', 1.0000050838452747e-05)","('de', 5.9435159108627135e-06)"
67,"('lugar', -0.052778612624085806)","('aqui', 0.04940103317298842)","('dos', 0.018626725741209514)","('parque', -0.017705383933008013)","('anos', -0.01606592238531219)"
68,"('celular', 0.08921072789444866)","('andar', 0.03923435302381761)","('de', 0.001089334837405756)","('borracha', 0.0009896645521960158)","('por', 0.0006471218605336646)"
69,"('volver', 0.14521366960883586)","('van', -0.04635256643676294)","('para', 0.0009650188659805888)","('a', 0.0009554602060186986)","('la', 0.0007008695961490683)"
70,"('movil', 0.05282404048761247)","('son', -0.0443878990684827)","('bronx', -0.024626553723074634)","('moleste', 0.0011780912754133454)","('esa', -0.0009934908825778473)"
71,"('kawaii', 0.11300621745302816)","('adiccion', 0.11263185477737427)","('celular', 0.05945884214404375)","('los', -0.05649446142267699)","('y', -0.0007680424397698965)"
72,"('social', -0.037969061916216476)","('ahi', 0.015511931834598187)","('los', 0.014355038839545909)","('sin', -0.012631712536409103)","('peor', 0.00542053473024913)"
73,"('asi', -0.012637289864263542)","('la', -1.8166474459285295e-06)","('banda', -1.3463271929900766e-06)","('temible', -1.3213738231499119e-06)","('operaba', -5.446702342252531e-07)"
74,"('desarticulan', 0.0)","('banda', 0.0)","('dedicada', 0.0)","('al', 0.0)","('cosquilleo', 0.0)"
75,"('la', 0.0)","('calle', 0.0)","('taponada', 0.0)","('por', 0.0)","('semaforos', 0.0)"
76,"('nos', 0.0018368881860007795)","('santi', -0.001825034031148403)","('haga', -4.684380242955248e-05)","('y', -3.9490721151173164e-05)","('quieres', 3.573959870824133e-05)"
77,"('seguir', -0.024415394719286984)","('man', 0.0018789710202445466)","('imbecil', -0.0006982119446654817)","('se', 0.00021665636630905941)","('lo', -0.0001784714379910665)"
78,"('ano', 0.07219309827438566)","('usted', -0.043352953196934406)","('van', -0.013033572493018638)","('los', -0.011494279547287016)","('com', 0.0025014441138962607)"
79,"('ciudad', -0.019282297352175508)","('real', -0.01341277785001801)","('opcion', -0.012488931612912245)","('mas', 0.0026385411805222125)","('todos', -0.00036808783178530623)"
80,"('edad', -0.03095872931138658)","('hoy', -0.02662758333930596)","('ley', 0.013832123656744364)","('policias', -0.0006030342841365377)","('a', 0.0004824493769882238)"
81,"('edad', -0.031283291734058444)","('hoy', -0.02642360728601995)","('ley', 0.013889844087603659)","('es', -0.0005280656447390277)","('yo', 0.00046841449637382806)"
82,"('seguramente', 0.0)","('tenian', 0.0)","('en', 0.0)","('mente', 0.0)","('el', 0.0)"
83,"('delincuencial', 0.06982977892139532)","('los', -0.04980353527084149)","('hoy', -0.04252814662071423)","('tres', 0.02837869478509038)","('accion', 0.02290116520993643)"
84,"('dias', -0.007869617285426445)","('los', -0.000280607909923807)","('una', -0.00010481643180935678)","('aplastan', -8.791536896076992e-05)","('que', 7.79203496123075e-05)"
85,"('da', -0.042673386976486295)","('los', 0.019697441525786823)","('asco', -0.005333258804029049)","('mas', 0.002628844804804606)","('se', -0.0003900433369439941)"
86,"('de', 9.503377561422543e-33)","('la', -4.4690532173968254e-33)","('conozca', 3.6330588685318046e-33)","('historia', -3.26996939617072e-33)","('pareja', -8.734239846929101e-35)"
87,"('los', -0.0035980618191908675)","('cayeron', 0.0008648016883678706)","('transmilenio', -2.537664760799557e-05)","('de', -1.7292196921475762e-05)","('robo', -1.7263767382569036e-05)"
88,"('medellin', 0.12055514484255202)","('de', 3.001506964074944e-05)","('que', 2.6323606105651757e-05)","('habitante', 1.742753970540491e-05)","('descaro', 1.552509053959935e-05)"
89,"('administracion', 0.16716046616625455)","('mes', -0.07697302190963316)","('comision', -0.07553110588434041)","('distrital', 0.062246584351573625)","('alivio', -0.0024172172171173026)"
90,"('da', -0.07121233884327574)","('mejor', 0.058629243445248315)","('hoy', -0.03115765862379997)","('los', -0.0034411046752226135)","('hombres', -0.0014399468652504938)"
91,"('nacional', 0.09849572458874917)","('la', 1.8318249295170546e-05)","('de', 1.627508537634484e-05)","('estudiantes', 1.4510600891761677e-05)","('universidad', 1.3776747459206764e-05)"
92,"('favor', 0.019024804232467978)","('luminarias', 4.320751480225426e-06)","('calle', 3.7728528814962757e-06)","('la', 2.726353705837869e-06)","('de', 2.1979332601219644e-06)"
93,"('social', -0.10378564167266996)","('lider', 0.0612898022846766)","('ser', 0.05948406484633619)","('ddhh', 0.054058020256403896)","('celular', 0.05189800201135514)"
94,"('mujer', 0.0681399499308211)","('estar', -0.056622649093820504)","('temor', -0.05607246473489579)","('ser', 0.04958290613293476)","('ahi', 0.01803330598474484)"
95,"('poblacion', 0.23429681834560068)","('ilegal', -0.1172184850766825)","('pais', -0.08214764652786397)","('y', -0.0028156036384606948)","('un', 0.0027607644496578025)"
96,"('los', -0.15224493568869912)","('alzar', 0.13830001327363725)","('sexual', 0.06854345355344543)","('son', -0.06170376389340481)","('nuestras', 0.0028011803531485286)"
97,"('parte', -2.1473416480018415e-32)","('investigan', 1.3848098471334493e-32)","('por', 1.298780294593791e-32)","('presunto', 9.361265918843095e-33)","('robo', 4.404365769574691e-33)"
98,"('es', 5.136965384876252e-33)","('del', -4.8539868309725804e-33)","('que', 3.2803193504853815e-33)","('drogada', 2.9509734930847435e-33)","('salio', 1.069297529988682e-33)"
99,"('da', -0.0332186750228893)","('drogas', 0.009303348232462283)","('ver', -0.007580624840543362)","('son', -0.007338954730560279)","('impresion', -0.004370021354561278)"
100,"('condicion', -0.046567395884737094)","('atentos', -9.222950710471576e-06)","('no', -9.209615626982285e-06)","('la', -8.972005835428723e-06)","('aumenta', -6.681678120041776e-06)"
101,"('bus', -0.03479170915999856)","('sur', -0.028815684311321376)","('mas', 0.004241058770922703)","('sitp', -0.0012639085017560918)","('en', -0.00120979941192145)"
102,"('atencion', 0.21965771336443243)","('bus', -0.15179175436116882)","('re', -0.05588246960019447)","('dio', -0.029982108693449302)","('dos', 0.02146859371813131)"
103,"('conductor', -0.05413749271079893)","('beat', 0.008552017649894104)","('en', -0.0007391157304727494)","('y', -0.0006123651050387335)","('un', -0.0006002242660102442)"
104,"('ciudad', -0.02693655813444555)","('nos', 0.005944683854351064)","('los', 0.0031147778892898492)","('pero', -0.00031542691934813093)","('pulico', 0.00021438641874552957)"
105,"('hoy', -0.035292814541291594)","('garciam', 0.0009516351859083543)","('seguridad', -0.0005716555632366345)","('hacer', 0.0003832063787953722)","('lo', -0.0002853007313538683)"
106,"('va', -0.0594092876104341)","('los', 0.008816060407257745)","('unidad', 0.0010687516347823054)","('intensivos', -0.0004113795042551044)","('muchas', 0.00039493597904982934)"
107,"('lo', 0.0)","('drogo', 0.0)","('con', 0.0)","('escopolamina', 0.0)","('tambien', 0.0)"
108,"('estan', -0.03459000466668952)","('los', 0.011656181504843157)","('darte', -0.00034704790888136536)","('cuanta', -0.0003360475822441425)","('de', -0.0002886881625591636)"
109,"('celular', 0.11600374813126466)","('un', 1.274866301644403e-05)","('roba', 1.0454364862124299e-05)","('se', 9.393725295525589e-06)","('quien', 8.282105749573392e-06)"
110,"('administracion', 0.08859822880545631)","('aqui', 0.07358401596146609)","('caos', -0.0721077852291584)","('ciudad', -0.047554154782172744)","('distrital', 0.03849113111921684)"
111,"('taxi', -0.07811354718309027)","('a', -1.4044180046999648e-05)","('y', -1.1160216981101206e-05)","('estadounidense', -1.0075566143712149e-05)","('llego', -8.96056090627697e-06)"
112,"('pues', -0.027604051043002415)","('ahi', 0.02087044313172295)","('camion', -0.01600969124506577)","('hoy', -0.014791831451424252)","('anos', -0.0070005411948388776)"
113,"('administracion', 0.06422717526727983)","('va', -0.06206206213655069)","('lugar', -0.03801434320331366)","('ano', 0.03548202575867507)","('mal', -0.03364410427447151)"
114,"('los', -0.030149276835412495)","('ahi', 0.02806343092712382)","('favor', 0.006620030031764978)","('con', 0.0006809842199914011)","('vidrios', -0.0005943740610695189)"
115,"('fin', 0.0653545945917277)","('bus', -0.05285746299068935)","('conductor', -0.03669376279225092)","('pm', -0.023265113953879597)","('particular', 0.00722667118491102)"
116,"('paz', 0.04120618816748881)","('admitalon', -0.02792494508198876)","('se', 0.000519986189118126)","('foto', 0.00044512097104299603)","('tomar', -0.0003985766664947696)"
117,"('son', -0.026577165302662145)","('los', 0.0038712337938897235)","('la', -0.0002782561421557931)","('policia', -0.00014396355611311575)","('ladrones', 0.0001085172391772762)"
118,"('celular', 0.11598264968318402)","('fijo', -3.3854159586742e-05)","('el', -3.138007287644205e-05)","('por', -2.5862875380690025e-05)","('robarles', -2.272858711722453e-05)"
119,"('poblacion', 0.24501551119312323)","('caos', -0.08498884184052333)","('capital', 0.06083380725310592)","('ciudad', -0.053386765113689436)","('contaminacion', -0.04225063895772785)"
120,"('nacional', 0.061088349458773235)","('parque', -0.05711853145070404)","('ninas', -0.0015109340001078382)","('contra', 0.001211079793668047)","('violencia', 0.0010418980992676658)"
121,"('va', -0.05045686372589364)","('algun', 0.02969077932147599)","('son', -0.012626325262184011)","('cual', 0.0018701051770529868)","('hombre', -0.0014198783005015016)"
122,"('sexual', 0.09055688337899635)","('bo', -0.07762063483937974)","('los', -0.030036526326034204)","('prevenir', -0.002959518840705485)","('este', 0.0025866813216584086)"
123,"('violacion', -0.0182803737646643)","('dolor', -0.006489038824714869)","('los', 0.004170730603294093)","('simplemente', 0.0002583931621423884)","('por', 0.0001882175229213696)"
124,"('mejor', 0.04803969869483903)","('corrupcion', -0.031245007570165243)","('ciudad', -0.025625808776809627)","('pais', -0.018560057833868323)","('peor', 0.010637207330764165)"
125,"('bus', -0.04664273516806721)","('da', -0.02479456834453958)","('nos', 0.006155178949121591)","('los', 0.004265795523249939)","('smog', 0.0030721343921066686)"
126,"('esmad', -0.05710639395629348)","('nacional', 0.029479874742157845)","('son', -0.01714389764667173)","('parque', -0.005188158176269888)","('a', -0.0009637686457407601)"
127,"('dos', 0.06254356981746255)","('delincuencia', 1.2293648025608257e-05)","('desarticula', 1.0603039955824861e-05)","('grupos', 9.759167165935338e-06)","('de', 5.076620804925059e-06)"
128,"('debil', -0.016219621481614127)","('los', 0.005123116911378551)","('para', 0.0003165647780487818)","('frente', -0.00023199819318835564)","('pone', -0.00021988449426939765)"
129,"('sln', -0.008234953760555374)","('demagogia', -2.1770889033183395e-06)","('pura', -2.058464412733922e-06)","('el', -1.7622230220346417e-06)","('de', -1.430384610464396e-06)"
130,"('vias', 0.13070820658282362)","('parque', -0.10191045752672664)","('nacional', 0.04831870665095492)","('masivo', 0.0017094072772861377)","('bogota', 0.0013312779915877605)"
131,"('actuacion', -0.01673521349308573)","('col', -0.006108929597003779)","('y', -0.00030257530250323055)","('del', 0.00021321627972230436)","('contra', -0.0001551734450982581)"
132,"('carcel', -0.04016716402508175)","('los', 0.01193538823618669)","('todos', -0.0003048669506388053)","('uno', 0.00022848003673388648)","('de', 0.00021385127204837283)"
133,"('los', -0.00446083773250526)","('todos', -9.176909468519395e-07)","('hay', -7.84935680281293e-07)","('reportar', -7.719651199613758e-07)","('que', -6.444443733322508e-07)"
134,"('un', 2.2952085298313425e-32)","('cerrrado', 1.914835075210175e-32)","('publico', 6.39154580769812e-33)","('espacio', 4.9382274186992896e-33)","('es', 4.319022519664536e-33)"
135,"('va', -0.0848676661171115)","('mejor', 0.06044894668199604)","('ayer', -0.049995425620602336)","('dia', -0.004870039422872015)","('a', 0.002281173437597784)"
136,"('poblacion', 0.20759195675102515)","('roosevelt', -0.12635627338145136)","('circular', -0.05257037614614121)","('una', 0.004013183941515632)","('al', 0.002301971514969068)"
137,"('razon', -0.04338144540485084)","('tiene', -1.1069748805618787e-05)","('toda', -1.0241308578309114e-05)","('dr', -9.473934645145135e-06)","('la', -8.87540609494139e-06)"
138,"('ser', 0.04296293469596152)","('edad', -0.031814471215444215)","('oposicion', -0.025034985455415864)","('anos', -0.011714448239934852)","('chad', -0.006632794263989328)"
139,"('mujer', 0.06959614288467257)","('son', -0.03406112902987374)","('pais', -0.02624014664699287)","('violacion', -0.025669324173122468)","('anos', -0.015928034289812827)"
140,"('lugar', -0.08554083630486092)","('capital', 0.061254767756596586)","('plan', 0.055750395573337046)","('lopez', 0.04718961271842197)","('son', -0.04534732470948556)"
141,"('senor', -0.046764964966045736)","('los', 0.009649197565221554)","('ex', -0.007597270400833233)","('muerta', 0.0002963047738841034)","('ni', 0.00029486309174471076)"
142,"('dos', 0.025051135738822363)","('anos', -0.020043919397262456)","('hombre', -0.009794045196167356)","('los', -0.0042993092875211894)","('abuela', -0.0004848569703230007)"
143,"('sector', 0.23148540072901494)","('director', 0.08981551759627356)","('capital', 0.06635912108193819)","('pais', -0.04290636260275406)","('reunion', 0.007372139979290104)"
144,"('va', -0.12564795400449819)","('mujer', 0.08654849376781902)","('usa', -0.05611637181475266)","('algun', 0.04581420591202185)","('usar', 0.009791758462626745)"
145,"('ningun', -0.03439966843059491)","('app', 0.029282991055575937)","('son', -0.017692086270192878)","('transnacional', -0.0026758927720477465)","('ej', -0.0023857301101558857)"
146,"('super', -0.01745245155059168)","('favor', 0.010871056044538358)","('los', -0.0031262413363535775)","('mas', 0.001979054688476154)","('manosean', -0.0001637351964861118)"
147,"('social', -0.09696879638543081)","('lider', 0.07231191226375477)","('celular', 0.053103910610742974)","('interior', -0.028841866000593255)","('ver', -0.026448905866880826)"
148,"('situacion', 0.07761181298805069)","('bici', 0.061335487146152355)","('sin', -0.05520490982163927)","('celular', 0.05284549126996027)","('hoy', -0.04988803075547473)"
149,"('mujer', 0.18696713736599171)","('hombre', -0.14861857689708954)","('estos', -0.0035701490530916226)","('habia', 0.003257720131528707)","('que', 0.0031086060901936476)"
150,"('celular', 0.08626932087600886)","('mal', -0.041654578440716836)","('anda', -0.01582551677373368)","('usd', -0.01000161334874123)","('inseguridad', -0.0006048399480854867)"
151,"('los', -0.16683699289825582)","('vial', 0.1421812230662308)","('iluminacion', 0.0855097635517288)","('senalizacion', 0.08544009308271266)","('aumente', -0.0030188124957913594)"
152,"('bici', 0.06842906417406326)","('ciudad', -0.04064244054098752)","('produccion', -0.03929046986003171)","('bien', 0.023573542003068555)","('manos', -0.019309328314596346)"
153,"('esmad', -0.08389113528757672)","('y', -1.7651167171034835e-05)","('en', -1.534429773904657e-05)","('lo', -1.5050659950862736e-05)","('del', -1.355373642455646e-05)"
154,"('da', -0.03531110681014549)","('temor', -0.014369655029504082)","('peor', 0.012980075650521138)","('estan', -0.01237762557643826)","('poder', -0.0004689757244757177)"
155,"('jardin', -0.024350562606355253)","('infantil', -0.015389632223305635)","('los', 0.007602753906870606)","('se', 0.0003098876077245833)","('dinero', -0.00028752133611551286)"
156,"('dan', -0.04818894816334091)","('los', 0.011570442569308356)","('de', -0.0005946254149122019)","('la', -0.00048508740502540296)","('porque', -0.0004483210113165686)"
157,"('casi', -0.045653185093314785)","('son', -0.010456321018260944)","('en', -0.0007306288852218663)","('pandemia', -0.000675016213485377)","('mitad', -0.0005638457917109392)"
158,"('situacion', 0.10823349550826787)","('sexual', 0.08164886435082647)","('superior', -0.07719091785382018)","('normal', -0.0367671798982621)","('institucion', -0.011062331755600681)"
159,"('los', -0.004460721331116852)","('el', -5.963181387087366e-07)","('pero', -5.027166627436371e-07)","('baja', -4.887575747832763e-07)","('hurto', -3.6375500548152024e-07)"
160,"('bus', -0.06469907503933028)","('escolar', 0.004829157064714475)","('entregan', -0.0006544315283640647)","('lesionados', -0.0006423421086745906)","('accidente', -0.0006365706932781023)"
161,"('lider', 0.10048246525398778)","('menor', -0.04038474292772673)","('ayer', -0.03437217620515869)","('edad', -0.02719106322069343)","('hoy', -0.021557937462765193)"
162,"('celular', 0.06224734995232692)","('defensor', 0.053241764998326016)","('oye', -0.04412575985094946)","('arley', -0.03044137805290273)","('palacios', -0.0009056198814140753)"
163,"('sitp', -0.03333049243572917)","('tiempo', -5.650566828264032e-06)","('en', -4.0811169259626064e-06)","('vivo', -3.9020135672410426e-06)","('el', -3.377947098886519e-06)"
164,"('estan', -0.027801560807966304)","('dis', -0.01431076461187417)","('mas', 0.004451855037855653)","('bogota', -0.0006033820337336265)","('nuevas', 0.0005350773656870612)"
165,"('medellin', 0.12056130700258046)","('habitante', 2.6280848134861207e-05)","('calle', 2.2784161366193117e-05)","('habria', 1.8466116823991015e-05)","('de', 1.682941759280385e-05)"
166,"('especial', -0.09521011383773816)","('jurisdiccion', -0.09189713549485763)","('sexual', 0.07681769566151665)","('nacional', 0.03459800859285544)","('paz', 0.025920480306609123)"
167,"('estar', -0.046039403422465514)","('deben', -2.8700507753852697e-06)","('ya', -2.864375447281863e-06)","('libertad', -2.7680407494414184e-06)","('en', -1.1694206034478937e-06)"
168,"('sur', -0.027970824790141513)","('jardin', -0.010384561959781758)","('infantil', -0.005975172728747878)","('arder', 0.0044337298423040026)","('voraz', 0.004319287584833861)"
