,feature1,feature2,feature3,feature4,feature5
21,"('ciudad', -0.1196938279186411)","('los', 0.06874083716584503)","('van', 0.049802547504325376)","('fin', -0.010764277025410723)","('colarse', 0.001348159115934088)"
22,"('veo', 0.07949891792214926)","('buses', 1.490159576849516e-05)","('en', 1.4288037179242501e-05)","('esos', 1.307578475751334e-05)","('mismos', 1.1974144840621902e-05)"
23,"('dia', -0.14708219641686196)","('lideres', -0.08509955210703776)","('pan', 0.07600780373889057)","('kennedy', -0.05065849381022057)","('denuncian', -0.002045281093336263)"
24,"('farc', 0.1129069601127527)","('son', -0.097710620938217)","('cartel', -0.07181290938440393)","('estas', 0.04511927934668022)","('los', 0.03147066098722222)"
25,"('bus', 0.3436120573064297)","('celular', -0.28511110085314)","('tres', -0.06793792569017494)","('hombre', 0.04902339332484755)","('jodio', -0.0033321336124364125)"
26,"('veo', 0.07502234046743995)","('mujer', -0.06351432220854333)","('los', 0.03670616682825639)","('mas', 0.03462457137860567)","('y', 0.001401184933140623)"
27,"('denuncian', 6.880497365792772e-32)","('de', 6.821879947014857e-32)","('nuevo', 6.487910785043162e-32)","('caso', -2.3463105684516007e-32)","('intento', -2.420824724240398e-33)"
28,"('muy', 0.0)","('seguramente', 0.0)","('el', 0.0)","('propietario', 0.0)","('esta', 0.0)"
29,"('celular', -0.45617320440344106)","('lo', -0.0001204106103944702)","('a', -7.931205769877501e-05)","('cuando', -7.61950691007935e-05)","('uno', -7.14485639003666e-05)"
30,"('tal', -0.15953851298091484)","('comparacion', -0.09183088195265622)","('los', 0.0783799079123699)","('sin', 0.060333676242798596)","('anos', 0.040062526423491146)"
31,"('mas', 0.08435825530728029)","('que', 2.2145259158359004e-05)","('encantaria', 2.1458781234422087e-05)","('cada', 1.9920724011677775e-05)","('me', 1.329473182150484e-05)"
32,"('van', 0.05271171194744443)","('victimas', 1.1877211702514156e-05)","('homofobia', 1.1687463663828628e-05)","('hay', 1.0869078060970296e-05)","('de', 9.245767671921732e-06)"
33,"('tweet', -0.1260423184505894)","('demostracion', 0.059459557350329914)","('los', 0.046556733296963144)","('via', -0.033263593011753405)","('cai', 0.013701810550186327)"
34,"('gran', -0.11067395665497516)","('son', -0.09220060685303182)","('minimo', 0.0030675184725856004)","('de', -0.0027899875249662903)","('hay', -0.002058274222767031)"
35,"('los', 0.0437667554067499)","('movilizarse', 9.938306343841325e-06)","('es', 9.666324374493432e-06)","('en', 9.330031752865206e-06)","('bogota', 6.9398051781577954e-06)"
36,"('vial', -0.253561704077589)","('los', 0.11987341660689867)","('ciudad', -0.09233868606122328)","('peatones', 0.0031530809151811123)","('para', -0.0023248751649144637)"
37,"('menor', 0.3522982707356287)","('atacado', 5.3080192991481005e-05)","('fue', 4.715194595428392e-05)","('tijeras', 4.6899277173839164e-05)","('con', 4.3281007873068416e-05)"
38,"('en', -5.694543731179448e-32)","('que', -3.4978360422033716e-32)","('trabajamos', 2.846486617633672e-32)","('las', -1.6189365874669572e-33)","('para', 8.094361442695312e-34)"
39,"('esmad', -0.2023653547384449)","('usen', 0.03082376001823373)","('invocan', 0.0024514569568370084)","('tiene', -0.0023466508528723453)","('pero', 0.0018245395038977202)"
40,"('menor', 0.279533522871443)","('horror', -0.028290713005843748)","('capital', -0.00661789310368225)","('de', -0.0014302796490085943)","('en', -0.0009808381885087279)"
41,"('ruin', -0.10606172035838261)","('arma', -0.0642120813721402)","('un', -0.0014471389313540997)","('personas', -0.0012480955779177367)","('es', -0.0010028416782049067)"
42,"('ciudad', -0.18084671306344957)","('los', 0.09380607458422513)","('genera', -0.001410023986646909)","('un', -0.0011263707601076984)","('de', 0.0010430078422507018)"
43,"('como', 1.014570616159755e-31)","('la', -3.129348451836697e-32)","('policia', 3.087158784521702e-32)","('que', 1.7204678266516975e-32)","('dira', 1.0091689275874857e-32)"
44,"('bus', 0.22149643948979522)","('estan', 0.046351216973919675)","('los', -0.03420185262240944)","('buen', -0.028051662649372838)","('codigo', -0.002514582187208976)"
45,"('ciudad', -0.11160880526750337)","('bici', -0.09119014953281178)","('los', 0.0673736743056492)","('un', -0.002502394514731482)","('cultura', 0.001615115085764593)"
46,"('hp', 0.08861474784634817)","('mas', 0.030971625439933863)","('los', -0.008277507035496616)","('al', 0.0007768257308332194)","('marihuaneros', 0.0006295250242176549)"
47,"('ano', -0.18432742602653795)","('paz', -0.15319030561260633)","('mil', 0.11209513187423356)","('mas', 0.049825859414602644)","('justicia', 0.0009702367374319518)"
48,"('interior', 0.17785116407768378)","('movil', -0.1185653241545629)","('licor', -0.09827459071353166)","('los', 0.07589554160103722)","('buses', 0.0052242109473624255)"
49,"('informacion', 0.07390748023335178)","('los', 0.037180823300215)","('seguridad', 0.0002726581708848117)","('y', 0.0001432717452575115)","('para', -9.87858264679688e-05)"
50,"('ciudad', -0.125550444237127)","('los', 0.052699753747604355)","('drogas', 0.017843247947050278)","('desorden', 0.014319647139437787)","('transmilenio', 0.0011933082760246995)"
51,"('celular', -0.22510167619682075)","('sur', -0.12025966356295609)","('los', 0.09222869005950254)","('coronavirus', 0.020773339840647415)","('arma', -0.012963560583952498)"
52,"('pais', -0.15846729271550392)","('medellin', 0.10330638038071988)","('edad', 0.07766050089934787)","('cali', -0.039284854829454735)","('lo', 0.0013976746189672672)"
53,"('asi', 0.09970420888848787)","('sin', 0.029884106799659835)","('manos', 0.027976779536646044)","('en', -0.002270487118742768)","('que', 0.0013633492342247963)"
54,"('florez', 0.14263456409777328)","('son', -0.12741179061087007)","('medellin', 0.057048435218622254)","('esta', -0.0020367690446103166)","('como', -0.0018883554890465233)"
55,"('vandalos', 2.9921207230637264e-31)","('sociales', 2.4745947584229057e-31)","('inmundos', 1.9136205193348456e-31)","('basofias', 1.8878629958708862e-31)","('drogos', 1.7433258129635524e-31)"
56,"('drogadiccion', 0.08803364567019138)","('son', -0.07406819579442651)","('actor', -0.053533319369935405)","('mil', 0.03394391553761991)","('tv', 0.03201210832560952)"
57,"('los', 0.04376699769346451)","('sobrepoblado', 7.987428317751406e-06)","('toxico', 7.979823284537758e-06)","('un', 6.133840608696891e-06)","('inseguro', 5.975797825296937e-06)"
58,"('mal', 0.06500384959386872)","('drogadiccion', 0.04979410966604914)","('antro', 0.0454356683155989)","('corrupcion', -0.010276667190078982)","('de', 0.0017601253049127057)"
59,"('estacion', 0.15651143461314374)","('ladron', 0.11213728708225705)","('mujer', -0.05919474458547768)","('por', 0.0023814501651771226)","('un', -0.0021642882342500333)"
60,"('mujer', -0.1708078832827864)","('los', 0.057547377913557574)","('etc', -0.0004583849820267918)","('violencia', 0.0003327339656994712)","('habria', -0.00026038387236580296)"
61,"('interpersonal', 0.054273153069022896)","('sexual', 0.04233711155012568)","('muertes', -0.0005216998183666115)","('intrafamiliar', -0.0003013122171859022)","('violencia', -0.0002961253217765638)"
62,"('hoy', 0.06854516547881266)","('los', -0.057992411834436576)","('hp', 0.04235552404254975)","('educacion', 0.03931358364946149)","('superior', -0.0021320808527098387)"
63,"('menor', 0.25112496362089415)","('ied', -0.1410855463935772)","('aqui', -0.14070296114981287)","('estan', 0.08339739239488066)","('edad', 0.02352382278016611)"
64,"('col', 0.06683331616396956)","('hoy', 0.06402042945825558)","('interior', 0.062196034642224174)","('nacional', -0.04350690197426857)","('institucion', 0.028739168491741917)"
65,"('trancon', 0.2527025103780641)","('fds', -0.0487908938608454)","('placa', 0.0014743735371985317)","('paciencia', 0.0013592012522754195)","('no', -0.0009978705253201894)"
66,"('dos', -0.08930207224739777)","('policia', -1.8295684628701733e-05)","('auxiliar', -1.6974208555191726e-05)","('la', -1.4278059302273456e-05)","('de', -8.4861441216819e-06)"
67,"('lugar', 0.121334244982534)","('habitacion', -0.10805405799379741)","('aqui', -0.1017356799551947)","('parque', 0.07467961056751217)","('anos', 0.050795025417630875)"
68,"('celular', -0.36952982674290685)","('andar', 0.03737383347950649)","('de', -0.003519233573961627)","('borracha', -0.003189428860060481)","('por', -0.002093431992540838)"
69,"('volver', -0.1253382283019609)","('van', 0.06818884627448142)","('a', -0.0004760258985729149)","('para', -0.00047364068046721166)","('la', -0.0003480206209697405)"
70,"('bronx', 0.20355492459169824)","('movil', -0.17072631132615387)","('son', -0.1263998643017344)","('moleste', -0.0025485651727581143)","('esa', 0.002495597130109031)"
71,"('celular', -0.23730456305609454)","('los', 0.08439414803157898)","('kawaii', -0.04904112296564426)","('adiccion', -0.04860893192936154)","('forma', -0.0029076615170168987)"
72,"('peor', 0.09031237865910151)","('manos', 0.03850841969823552)","('social', -0.03817676345421862)","('ahi', -0.03693188663900147)","('sin', 0.03677730372320498)"
73,"('asi', 0.21110803369902592)","('la', 3.0347398402134995e-05)","('banda', 2.2490620179101477e-05)","('temible', 2.2073769976182938e-05)","('operaba', 9.098807054075848e-06)"
74,"('desarticulan', 0.0)","('banda', 0.0)","('dedicada', 0.0)","('al', 0.0)","('cosquilleo', 0.0)"
75,"('la', 0.0)","('calle', 0.0)","('taponada', 0.0)","('por', 0.0)","('semaforos', 0.0)"
76,"('santi', -0.23627520807107963)","('nos', 0.05196877853380478)","('haga', -0.0013635275380138204)","('y', -0.0011576216729473935)","('quieres', 0.000976997962472433)"
77,"('seguir', 0.23783239675271897)","('imbecil', -0.1213168641687759)","('man', -0.10490630180863061)","('de', 0.001617657338814048)","('merecido', -0.0012950670487115977)"
78,"('usted', -0.22344066697302553)","('ano', -0.12369725906358367)","('los', 0.09175219609052863)","('van', 0.06000558141743294)","('com', 0.023168184558785634)"
79,"('ciudad', -0.19767903059668382)","('mas', 0.029252493052834987)","('real', 0.014490401717414964)","('opcion', -0.009615190793186403)","('en', -0.0016827286319900253)"
80,"('hoy', 0.14378455213295535)","('ley', 0.03874110955592368)","('edad', 0.019055370836656097)","('que', -0.002105084483822257)","('la', 0.001614398193977344)"
81,"('hoy', 0.1424232283632424)","('ley', 0.038617552358058624)","('edad', 0.018698068456142868)","('es', 0.0029544420504183256)","('que', -0.0015544468343160116)"
82,"('seguramente', 0.0)","('tenian', 0.0)","('en', 0.0)","('mente', 0.0)","('el', 0.0)"
83,"('accion', -0.14740019023062678)","('hoy', 0.12426296562807217)","('los', 0.10060446900342311)","('tres', -0.04919050988335851)","('cc', -0.014180254713314702)"
84,"('dias', 0.12470993556796894)","('los', -0.011469511994575474)","('una', 0.001386079629255583)","('aplastan', 0.0011635599441097177)","('que', -0.0010278378412691808)"
85,"('da', 0.09901768032984655)","('los', -0.04871303044339948)","('asco', 0.029652101612573777)","('mas', 0.022671087514461116)","('o', 0.0015807514883786733)"
86,"('de', 7.602702049138034e-32)","('la', -3.5752425739174603e-32)","('conozca', 2.9064470948254437e-32)","('historia', -2.615975516936576e-32)","('pareja', -6.9873918775432804e-34)"
87,"('los', 0.0355619112502418)","('cayeron', -0.008226553550647747)","('transmilenio', 0.000241609609224353)","('de', 0.00016467125984983067)","('robo', 0.00016443970421263203)"
88,"('medellin', 0.04553848002360508)","('de', 1.133788732966561e-05)","('que', 9.943474518283746e-06)","('habitante', 6.583075900833826e-06)","('descaro', 5.86444507470983e-06)"
89,"('administracion', -0.12583819439049285)","('comision', -0.09105712260673228)","('distrital', 0.08481929843860611)","('mes', 0.037267734138573975)","('la', -0.0024194200087751558)"
90,"('hoy', 0.15738716375402176)","('dia', -0.15144510869899125)","('da', 0.1403147853714624)","('mejor', -0.01709693873401718)","('los', 0.015411412014125948)"
91,"('nacional', -0.1242891643988736)","('la', -2.3115317011531312e-05)","('de', -2.0537102198004952e-05)","('estudiantes', -1.8310545633267923e-05)","('universidad', -1.7384515287271516e-05)"
92,"('favor', -0.17473480028284882)","('luminarias', -3.968427941456265e-05)","('calle', -3.46520619444143e-05)","('la', -2.5040408535565062e-05)","('de', -2.018708968297909e-05)"
93,"('celular', -0.19439356656097756)","('lider', -0.07851854338968686)","('badcrim', 0.07180031710298217)","('qua', 0.07124074400631651)","('defensor', 0.05534626250296579)"
94,"('dias', 0.06649416703821542)","('temor', 0.056471396758904724)","('estar', 0.05197505191412563)","('ahi', -0.04577135968389214)","('mujer', -0.03701530039570842)"
95,"('poblacion', -0.32213629061826493)","('ilegal', 0.24443364774375642)","('pais', -0.12984777565586597)","('y', 0.004154368131811451)","('patrocinador', -0.0030206592564091823)"
96,"('los', 0.15388000107300764)","('alzar', -0.07523385280141646)","('son', -0.05946805604003044)","('sexual', 0.030886441898365962)","('nuestras', -0.0014496600639047747)"
97,"('parte', -8.589366592007366e-32)","('investigan', 5.539239388533797e-32)","('por', 5.195121178375164e-32)","('presunto', 3.744506367537238e-32)","('robo', 1.7617463078298764e-32)"
98,"('es', 4.1095723079010015e-32)","('del', -3.8831894647780643e-32)","('que', 2.624255480388305e-32)","('drogada', 2.3607787944677948e-32)","('salio', 8.554380239909456e-33)"
99,"('da', 0.14515917934148367)","('son', -0.12131620955113245)","('impresion', -0.09762409620271731)","('ver', -0.02874528070332918)","('drogas', 0.020037042795370323)"
100,"('condicion', 0.006015975603803267)","('atentos', 1.191499877005206e-06)","('no', 1.1897771365497177e-06)","('la', 1.1590806657227915e-06)","('aumenta', 8.63196487561693e-07)"
101,"('bus', 0.24364898690795123)","('sitp', 0.2177408307550202)","('sur', -0.16523592088697908)","('mas', 0.016367269923947377)","('haciendose', -0.006936820282814843)"
102,"('bus', 0.27950666994625234)","('atencion', -0.16623790893910143)","('dio', 0.09011600096520501)","('dos', -0.033665576482306725)","('re', -0.0032888275741436456)"
103,"('conductor', 0.13931478935678218)","('beat', -0.05665953798478889)","('en', 0.001561429070609386)","('y', 0.0012956135215860581)","('un', 0.0012665050948405655)"
104,"('ciudad', -0.14542119139996562)","('los', 0.06372724463751943)","('nos', 0.02535910526090231)","('pero', -0.0016495923626797578)","('pulico', 0.0012833007107385642)"
105,"('hoy', 0.1680270066489815)","('garciam', 0.016065490757368694)","('seguridad', 0.002816687116572213)","('hacer', -0.0018839310416270787)","('lo', 0.0014071118277678533)"
106,"('va', 0.2162400021479294)","('unidad', -0.1200390547910641)","('los', 0.007821066222098745)","('hospitalizan', -0.001788210649268299)","('intensivos', 0.0014160594561416085)"
107,"('lo', 0.0)","('drogo', 0.0)","('con', 0.0)","('escopolamina', 0.0)","('tambien', 0.0)"
108,"('estan', 0.1098021644780204)","('los', -0.012719344845703532)","('darte', 0.0012166351238266863)","('cuanta', 0.0011815709337798653)","('de', 0.0010147184153203646)"
109,"('celular', -0.45616104947961905)","('un', -5.013151380666314e-05)","('roba', -4.110965485147144e-05)","('se', -3.693890635738828e-05)","('quien', -3.256768950562422e-05)"
110,"('caos', -0.13490553263392363)","('aqui', -0.11558566553243366)","('pais', -0.0670624497985057)","('estan', 0.05839596308301329)","('distrital', 0.051983225991067146)"
111,"('taxi', 0.23803540932209855)","('a', 4.279682931626568e-05)","('y', 3.4008528776829076e-05)","('estadounidense', 3.070327232161565e-05)","('llego', 2.73055169045402e-05)"
112,"('hoy', 0.12585368393929378)","('ahi', -0.057254142208590555)","('anos', 0.03725751909787679)","('pues', -0.034624780274729726)","('camion', 0.027010419452832862)"
113,"('va', 0.10152201089060021)","('ano', -0.05965611223280141)","('bicis', 0.05878051611102647)","('algun', 0.05087878356769827)","('peor', 0.05032115712425576)"
114,"('los', 0.14164577864772446)","('favor', -0.07404805289382616)","('ahi', -0.050777440649139874)","('ayuda', -0.0022527332217310726)","('vidrios', 0.0021428296763768184)"
115,"('bus', 0.14062110983512097)","('pm', 0.07348898066056485)","('conductor', 0.0456816489862218)","('particular', -0.037246530268412334)","('wev', -0.02494972795623056)"
116,"('paz', -0.17370138091767018)","('admitalon', -0.04304296271611409)","('se', -0.0026494869683227253)","('foto', -0.0022572067718601443)","('tomar', 0.001959563317550718)"
117,"('son', -0.16929358811485407)","('los', 0.07739291770589422)","('la', -0.0011195529610485025)","('policia', -0.0005822394819850803)","('ladrones', 0.00043789772720065757)"
118,"('celular', -0.45607808414122325)","('fijo', 0.00013312456894832097)","('el', 0.00012339572821270207)","('por', 0.00010170047577148471)","('robarles', 8.937552725322841e-05)"
119,"('poblacion', -0.3070717506106692)","('caos', -0.12514326709982918)","('contaminacion', 0.10475632398856417)","('los', 0.05029884146799384)","('ciudad', -0.04808529263174925)"
120,"('parque', 0.13589072619189893)","('nacional', -0.08303513737289707)","('ninas', 0.0016779978443274514)","('contra', -0.0013234205958019137)","('violencia', -0.00113773024909351)"
121,"('va', 0.1597763595343523)","('algun', 0.12124891669910492)","('dia', -0.0973323311511387)","('son', -0.09094368939112092)","('cual', -0.06073512050555792)"
122,"('sexual', 0.045656192243419935)","('bo', 0.03970903949034538)","('los', 0.02331559469019478)","('prevenir', 0.0011462606709679761)","('las', 0.0008759136674216203)"
123,"('dolor', 0.08805180880395307)","('violacion', -0.028669059071343136)","('los', 0.019207677915728402)","('las', -0.0007141085655505703)","('maldito', 0.0006792669559090028)"
124,"('peor', 0.15070645856064221)","('amo', -0.1094832827850563)","('pais', -0.09930016659385553)","('ciudad', -0.09381763105002398)","('los', 0.05551530413869704)"
125,"('bus', 0.29685009141561347)","('smog', -0.09878781991040755)","('da', 0.06694633634844893)","('nos', -0.018676433980585355)","('conductas', 0.002252997545476421)"
126,"('parque', 0.14119155573766615)","('esmad', -0.1328192411665225)","('son', -0.10237888189298772)","('nacional', -0.036205162277483265)","('espero', -0.0010406294727189108)"
127,"('dos', -0.08929962589730339)","('delincuencia', -1.7552854319064135e-05)","('desarticula', -1.5139006362987952e-05)","('grupos', -1.3934125914626838e-05)","('de', -7.248392441070981e-06)"
128,"('los', 0.03461087954711957)","('debil', 0.008654522519814833)","('para', -0.00029484284426005745)","('frente', 0.00022915470348223521)","('pone', 0.00021815729927076932)"
129,"('sln', 0.08429809305149158)","('demagogia', 2.2286031991173202e-05)","('pura', 2.1071718148469178e-05)","('el', 1.8039207578927024e-05)","('de', 1.4642303830291584e-05)"
130,"('vias', -0.22069164061434335)","('parque', 0.18532631863585708)","('nacional', -0.05351695832512802)","('masivo', -0.002062663743427672)","('tambien', -0.001770903854177586)"
131,"('col', 0.23254641082401017)","('actuacion', -0.016177645474477347)","('y', 0.0012890944422303764)","('del', -0.0008601825590586156)","('contra', 0.0006763693108692094)"
132,"('carcel', 0.10817403234002339)","('los', -0.004471920656959802)","('todos', 0.000900817049753509)","('uno', -0.0006686894787245162)","('de', -0.0006245058872088859)"
133,"('los', 0.043769385567197006)","('todos', 9.004310690797873e-06)","('hay', 7.70172655806081e-06)","('reportar', 7.574460450274603e-06)","('que', 6.323237011615543e-06)"
134,"('un', 9.18083411932537e-32)","('cerrrado', 7.6593403008407e-32)","('publico', 2.556618323079248e-32)","('espacio', 1.9752909674797158e-32)","('es', 1.7276090078658143e-32)"
135,"('va', 0.23826174097451638)","('dia', -0.1781184358116595)","('ayer', 0.13245504938063343)","('mejor', -0.006756972372986427)","('en', 0.004328282880611751)"
136,"('poblacion', -0.26891067283824677)","('circular', 0.07803642809704732)","('roosevelt', -0.069248648253066)","('una', -0.0037938975863079866)","('al', -0.002427598836918268)"
137,"('razon', -0.33306901688837526)","('tiene', -8.499003012632138e-05)","('toda', -7.862952808491261e-05)","('dr', -7.273787373583155e-05)","('la', -6.814256083308521e-05)"
138,"('oposicion', 0.06537561309207768)","('anos', 0.032270682847935654)","('edad', 0.026699080451143168)","('ser', 0.0033785897326234827)","('chad', -0.0018500996690809573)"
139,"('pais', -0.10697181261230683)","('familiar', -0.08448193778848836)","('son', -0.0795457030041387)","('anos', 0.06122185081128074)","('violacion', 0.018287290337256137)"
140,"('lugar', 0.1099524476318259)","('asi', 0.09972495340716428)","('son', -0.08716607546980873)","('lopez', -0.07013551313766936)","('plan', 0.045019028483226975)"
141,"('senor', 0.11963819657352635)","('ex', -0.03654618233991859)","('los', 0.010258938986638067)","('fueron', -0.0011696979673074834)","('fiestas', 0.001006595875012741)"
142,"('anos', 0.06031170554362089)","('dos', -0.0384973039041398)","('hombre', 0.023551720257944976)","('los', 0.019443773475092976)","('abuela', 0.0011285237160630164)"
143,"('director', -0.08323333075245119)","('pais', -0.07113283669208252)","('sector', -0.06114243514347065)","('capital', 0.025650989082256645)","('reunion', -0.005637488783235902)"
144,"('va', 0.19284738591902725)","('usa', 0.12271724601229657)","('usar', -0.12159332449136614)","('algun', 0.08282502555804633)","('mujer', -0.05282465706173261)"
145,"('ningun', 0.24220729562251023)","('son', -0.10282331925347447)","('transnacional', -0.08393772668654391)","('ej', -0.0828779734123316)","('app', -0.04343429619782831)"
146,"('favor', -0.09054788198601542)","('super', 0.07825863170497409)","('mas', 0.03150262077151715)","('los', 0.031172785895870376)","('cosquillean', 0.0016132382812335706)"
147,"('celular', -0.2691292149918412)","('interior', 0.23644348021872724)","('lider', -0.07564956068108232)","('social', -0.03581680256022519)","('ver', -0.015378487741049883)"
148,"('celular', -0.21755940556552644)","('hoy', 0.13822522067507664)","('dias', 0.08604419084788725)","('sin', 0.07229885595696989)","('bici', -0.06782523214755218)"
149,"('hombre', 0.13223887353522995)","('mujer', -0.10132550983253986)","('estos', 0.0021663252607043502)","('habia', -0.0019554132985092555)","('que', -0.0018648286159214354)"
150,"('celular', -0.3722670393003458)","('mal', 0.09239914400520456)","('usd', -0.0832900114407442)","('anda', 0.026375705810855996)","('le', -0.0025479356368682867)"
151,"('vial', -0.1887663146421548)","('los', 0.16925069837300502)","('iluminacion', -0.06581299364376811)","('senalizacion', -0.06544058576391626)","('mas', 0.02485241848408484)"
152,"('produccion', -0.14685443238881535)","('ciudad', -0.10061798562459862)","('manos', 0.09540169973243545)","('bien', 0.07535872616944352)","('bici', -0.058928241702631494)"
153,"('esmad', -0.2813375295999712)","('y', -5.919500015629289e-05)","('en', -5.145867682614404e-05)","('lo', -5.04739323756987e-05)","('del', -4.545384574262842e-05)"
154,"('peor', 0.0962951923435496)","('da', 0.06647163429718764)","('estan', 0.03946915263764783)","('temor', 0.004618426204510634)","('me', -0.001312564208129189)"
155,"('jardin', -0.09087838248853106)","('los', 0.052612984788505776)","('infantil', 0.023067087540994905)","('el', 0.0005272398699694336)","('se', -0.0004429970413368101)"
156,"('los', 0.04469579405792671)","('dan', -0.0058529903143481185)","('de', -3.103086273842798e-05)","('la', -2.6971820597459754e-05)","('porque', -2.2996365186923407e-05)"
157,"('casi', 0.19888228736683702)","('son', -0.19829407037094005)","('en', -0.000152031327714744)","('pandemia', -0.00012530539633406673)","('mitad', -9.975497157877973e-05)"
158,"('institucion', 0.1043562079633763)","('situacion', -0.049725417536607835)","('superior', 0.04286168412797778)","('sexual', -0.015121612424122148)","('normal', 0.0065410541786175055)"
159,"('los', 0.043768243446018186)","('el', 5.851026219516633e-06)","('pero', 4.932615970815854e-06)","('baja', 4.7956505083554296e-06)","('hurto', 3.5691352256334134e-06)"
160,"('bus', 0.3815756671127695)","('escolar', -0.19960912832372227)","('entregan', 0.00030764178049117244)","('accidente', 0.00029099521453951577)","('lesionados', 0.00028275558738511146)"
161,"('lider', -0.18971130376569723)","('menor', 0.16885814736401128)","('hoy', 0.08399610753148615)","('ayer', 0.059790121643497306)","('edad', 0.02162512616980099)"
162,"('celular', -0.24920660553815305)","('oye', -0.15362570265495798)","('arley', 0.0989572221640265)","('defensor', 0.0957044633372701)","('le', -0.0019473772828314266)"
163,"('sitp', 0.3200103278056312)","('tiempo', 5.425181600567247e-05)","('en', 3.918332643324416e-05)","('vivo', 3.746373214210974e-05)","('el', 3.2432102841194704e-05)"
164,"('dis', -0.1611401073290032)","('estan', 0.10453309467287729)","('mas', 0.034734324236982465)","('bogota', 0.000762884892311409)","('ya', 0.0006451478030711422)"
165,"('medellin', 0.0455408077168919)","('habitante', 9.927323129641966e-06)","('calle', 8.606485261017899e-06)","('habria', 6.975387846053627e-06)","('de', 6.357141355172126e-06)"
166,"('jurisdiccion', 0.1378886419502599)","('paz', -0.13321559665211716)","('especial', -0.09862863227148073)","('sexual', 0.08386945635458985)","('nacional', -0.04408612510739751)"
167,"('estar', 0.09189154267468427)","('deben', 5.728427688013392e-06)","('ya', 5.717100116067868e-06)","('libertad', 5.524822559485974e-06)","('en', 2.3340846166126012e-06)"
168,"('sitp', 0.18826127379404317)","('sur', -0.1127938916631059)","('pension', 0.05494347581954356)","('jardin', -0.05327427877525863)","('voraz', 0.035371671136368445)"
