,feature1,feature2,feature3,feature4,feature5
22,"('veo', -0.006763380941353127)","('buses', -1.5582578421491256e-06)","('esos', -1.3538884098532701e-06)","('mismos', -1.0954372421366382e-06)","('en', -1.0165713411937563e-06)"
23,"('dia', 0.05983179615627617)","('lideres', -0.012465768965090204)","('kennedy', -0.009639070089216344)","('pan', -0.002552484486122279)","('con', 0.0006794293718694347)"
24,"('son', 0.037883264230287636)","('farc', -0.03551521697885532)","('estas', -0.009163122808929614)","('ver', 0.008617802642227279)","('los', -0.00774322405036313)"
25,"('bus', -0.10612202234132764)","('celular', 0.08211664757660363)","('tres', 0.006822195992031546)","('hombre', -0.005191868753944591)","('roben', 0.001867813422704931)"
26,"('mujer', -0.0310412300780731)","('mas', -0.018226426230925408)","('veo', 0.01275513183571411)","('los', 0.010333041302455636)","('cuando', -0.0003613725546739246)"
27,"('denuncian', 0.0)","('nuevo', 0.0)","('caso', 0.0)","('de', 0.0)","('intento', 0.0)"
28,"('seguramente', 2.0925608003093618e-32)","('muy', 1.461292326649165e-32)","('esta', 1.3301729494299753e-32)","('el', 9.092156830189695e-33)","('propietario', 4.6241160464668275e-33)"
29,"('celular', 0.1355227118350218)","('uno', 3.186824086095322e-05)","('cuando', 2.8649742955196032e-05)","('a', 2.2651718797255323e-05)","('lo', 1.7868697336939585e-05)"
30,"('tal', 0.05588090464190204)","('anos', -0.017758676607969464)","('comparacion', -0.013837333298512772)","('los', -0.010321493237034842)","('ver', 0.00856984827049842)"
31,"('mas', -0.05441501354067229)","('que', -1.3298964295876073e-05)","('encantaria', -1.1485417306330524e-05)","('me', -1.1204232600463822e-05)","('cada', -9.72660714499914e-06)"
32,"('van', 0.008065204336706086)","('de', 2.4442094440869456e-06)","('homofobia', 2.0686038622783484e-06)","('hay', 1.8933777296837008e-06)","('victimas', 1.5454544889440408e-06)"
33,"('tweet', 0.03108181541469498)","('via', 0.02513621395351423)","('cai', -0.015100560975300445)","('demostracion', -0.01459383451072196)","('los', -0.01456864520629379)"
34,"('gran', 0.050658981470297036)","('son', 0.025086342573464832)","('caso', 0.0015966920597011546)","('el', 0.001294411268158695)","('las', -0.0011605660112059678)"
35,"('los', -0.013873907368866584)","('en', -3.0996653319381054e-06)","('es', -2.9532737779881006e-06)","('bogota', -2.4781104395275867e-06)","('movilizarse', -2.426043052182524e-06)"
36,"('ciudad', 0.058848531952124625)","('los', -0.03810321932726817)","('vial', 0.036871356848923495)","('de', 0.00035671661237411786)","('claves', -0.0002672450602778237)"
37,"('menor', -0.16044343999177882)","('con', -2.526495314818972e-05)","('tijeras', -2.154416097669575e-05)","('atacado', -2.111828578050169e-05)","('fue', -1.9989016221525972e-05)"
38,"('en', 0.0)","('trabajamos', 0.0)","('para', 0.0)","('que', 0.0)","('las', 0.0)"
39,"('esmad', 0.15139661185457706)","('usen', -0.0487956815180328)","('como', 0.0015565904848998987)","('violo', 0.0014908482658062296)","('entre', -0.000957617274986438)"
40,"('menor', -0.10121805030040096)","('horror', 0.04159198311615341)","('capital', -0.018291775588375178)","('un', -0.0009464103549528673)","('secuestro', 0.000743046399515543)"
41,"('ruin', 0.057652204654410046)","('arma', -0.002162355369386867)","('desadaptadas', 0.00028548298929761295)","('al', 0.0002063588104452812)","('incultas', 0.00020441176137899096)"
42,"('ciudad', 0.06982432012336669)","('los', -0.036029551554460464)","('falta', -0.000587496174365456)","('ubican', 0.00047979847853574204)","('tomar', -0.00039749338953464544)"
43,"('la', 3.904111120779104e-32)","('policia', 3.752007532523588e-32)","('dira', 1.571497884339109e-32)","('como', 6.580916637172359e-33)","('que', -4.7783960419681007e-33)"
44,"('bus', -0.08156270255474343)","('los', 0.02141479891596332)","('estan', -0.016574140088940176)","('buen', 0.008113277027546873)","('ya', -0.0010507628052051274)"
45,"('ciudad', 0.05140184505502982)","('los', -0.02018610053392912)","('bici', -0.008169584949002495)","('pedalear', -0.0009136099425285816)","('riesgo', -0.0006322766258258566)"
46,"('mas', -0.021915366061790363)","('hp', -0.0174172178910982)","('los', 0.006061151997051894)","('gustan', 0.0007002238650264678)","('revolucionarios', -0.0003795449377008038)"
47,"('paz', 0.05557850845688439)","('mas', -0.027173742449484388)","('mil', -0.01034719533973684)","('ano', 0.0011235475253801985)","('las', 0.0003837713417741516)"
48,"('interior', -0.05292808548724233)","('movil', 0.04229897804220814)","('licor', 0.03438612076134236)","('los', -0.02988406526062906)","('sigue', 0.0012903443536417642)"
49,"('informacion', -0.07989397678096372)","('los', 0.016973836670680986)","('convivencia', -0.0007196778598459213)","('transeuntes', -0.0006854088187633443)","('del', -0.00051030332585522)"
50,"('ciudad', 0.04980379105185242)","('desorden', -0.016308679675029147)","('los', -0.01572336334554986)","('drogas', -0.0049096255833169355)","('las', -0.0004461552902751386)"
51,"('celular', 0.0675780409567275)","('sur', 0.06399177892572433)","('los', -0.03915729249689608)","('coronavirus', -0.023561246314565867)","('arma', -0.005324945537454046)"
52,"('medellin', -0.05022162471390146)","('pais', 0.04705203131508763)","('edad', -0.033222648505597294)","('cali', 0.013053663175602383)","('con', -0.0007595633335690877)"
53,"('asi', -0.04615056978980781)","('manos', -0.005788383215286837)","('sin', -0.002714414982635825)","('ambulantes', 0.0008026820337096553)","('se', -0.0005806333783581755)"
54,"('son', 0.062400520063972384)","('medellin', -0.04925812156006505)","('florez', -0.02083334184973195)","('autonomia', -0.0005124482802826489)","('ingresar', 0.00040661883871683505)"
55,"('drogos', 0.0)","('inmundos', 0.0)","('basofias', 0.0)","('sociales', 0.0)","('vandalos', 0.0)"
56,"('son', 0.038064339643372566)","('drogadiccion', -0.01803653659658468)","('actor', -0.015475932984654106)","('los', -0.006813079644451596)","('formacion', -0.006275415434794697)"
57,"('los', -0.013873351342520766)","('toxico', -1.8879201262873065e-06)","('sobrepoblado', -1.6819653464997302e-06)","('un', -1.633022591455625e-06)","('inseguro', -1.5262248831976685e-06)"
58,"('mal', -0.018115721971167866)","('drogadiccion', -0.013873202617493542)","('antro', -0.012177551080862147)","('corrupcion', 0.004595631480871428)","('costoso', -0.00039473275558439184)"
59,"('mujer', -0.03374608725693759)","('estacion', -0.021680189900816813)","('ladron', -0.007819466024898422)","('la', -0.0006860802780249862)","('delincuente', -0.0006420480300657337)"
60,"('mujer', -0.06492227397201741)","('los', 0.0004045581367213477)","('en', -0.0002790984756445143)","('hija', -0.0002760292615274164)","('ya', 0.0002367749077667458)"
61,"('sexual', -0.09290519409102414)","('interpersonal', 0.03169874743747138)","('violencia', -0.0008978020717697829)","('se', 0.000844701570688244)","('intrafamiliar', 0.0007885553196400897)"
62,"('hoy', -0.022724430216349803)","('hp', -0.01648636809055636)","('los', 0.007400426248298039)","('superior', 0.007232063331725978)","('educacion', 0.0008939694299236486)"
63,"('menor', -0.0715009934131519)","('ied', 0.02183550261307411)","('estan', -0.013916838344397801)","('edad', -0.013533344338366303)","('aqui', 0.0038752614125159507)"
64,"('col', -0.0456955665135057)","('interior', -0.023529688911359096)","('institucion', -0.022127760869858508)","('hoy', -0.02206819411971645)","('nacional', 0.008274693880238462)"
65,"('trancon', -0.06773382937394583)","('fds', 0.02004010616854284)","('en', -0.0007413004398091497)","('agobiante', 0.000476504104645476)","('el', 0.0004720140769466567)"
66,"('dos', -0.01192437942384744)","('auxiliar', -2.109410933900722e-06)","('la', -1.8977418585312475e-06)","('policia', -1.8292590094496052e-06)","('de', -1.441829303709181e-06)"
67,"('habitacion', 0.03149508711613387)","('anos', -0.01941147547037793)","('vez', -0.018633454299781027)","('lugar', -0.013379924809769265)","('parque', -0.005192144163571648)"
68,"('celular', 0.10066659092573949)","('andar', -0.01769962605132841)","('me', 0.0012688299584079376)","('por', 0.0010934335728349774)","('el', 0.0010740337090088363)"
69,"('volver', -0.00972641684359676)","('van', 0.007513059935965249)","('drogadictos', 1.2243362043629029e-05)","('de', -9.712385935191107e-06)","('hacer', 7.99037901612367e-06)"
70,"('movil', 0.06091638787475591)","('bronx', -0.05873477096483991)","('son', 0.04517311456702431)","('ladrones', 0.0009165902641493859)","('con', 0.0008917126674166002)"
71,"('celular', 0.06368300933566821)","('los', -0.01911548172228421)","('kawaii', -0.015325625541405123)","('adiccion', -0.01495677273997214)","('grave', -0.0009580811995974796)"
72,"('social', 0.031521736860545956)","('peor', -0.029217625053339403)","('manos', -0.012462129850579555)","('sin', -0.008514521268675232)","('los', -0.0012164764811610706)"
73,"('asi', -0.08550783545522662)","('operaba', -1.1392784705787235e-05)","('la', -1.0888427639199935e-05)","('banda', -1.0348078532014875e-05)","('temible', -8.012028557575449e-06)"
74,"('desarticulan', 0.0)","('banda', 0.0)","('dedicada', 0.0)","('al', 0.0)","('cosquilleo', 0.0)"
75,"('la', 0.0)","('calle', 0.0)","('taponada', 0.0)","('por', 0.0)","('semaforos', 0.0)"
76,"('santi', 0.05161907019004598)","('nos', -0.012454534763381276)","('que', -0.0002858098571797602)","('del', 0.0002730595010054952)","('establecimiento', 0.00025067024435977334)"
77,"('seguir', -0.04966548392273512)","('imbecil', 0.03280433780498386)","('man', 0.024939547793575604)","('pero', -0.0003492156599746973)","('reciba', -0.0003233290631528104)"
78,"('usted', 0.09770370418213754)","('los', -0.030610096246411752)","('com', -0.020553167526510402)","('van', -0.003555728045098834)","('ano', -0.0018091942878450578)"
79,"('ciudad', 0.07960034072225466)","('mas', -0.01817692595091361)","('opcion', 0.005321624985527191)","('real', -0.001083029131455706)","('movilidad', -0.000544408324093963)"
80,"('hoy', -0.042190865903312974)","('edad', -0.017768445548514852)","('ley', -0.015678664519040784)","('ustedes', -0.0009402583549498502)","('menores', 0.0004785017314589163)"
81,"('hoy', -0.04177347985760886)","('edad', -0.01758786175579925)","('ley', -0.01599787914163281)","('o', -0.0009887859119684745)","('armados', -0.0007091961476909456)"
82,"('tenian', 3.354283269882017e-32)","('el', -2.358047791900168e-32)","('en', -1.2999692244062416e-32)","('mente', 1.1025205384019736e-32)","('seguramente', 9.133087438658384e-33)"
83,"('accion', 0.04312034100765908)","('hoy', -0.029713856335921992)","('delincuencial', -0.022673429390040273)","('cc', -0.007847051007621694)","('los', -0.004013936457428517)"
84,"('dias', -0.05848383911579695)","('los', 0.01351234631506846)","('todas', -0.0008641398692089285)","('las', -0.0006724082718347947)","('hacen', 0.0005289391182948177)"
85,"('los', 0.026523054954704778)","('da', -0.023452499950003158)","('asco', -0.016104667099904102)","('mas', -0.013550063093951044)","('a', -0.00044797170597005365)"
86,"('conozca', 0.0)","('la', 0.0)","('historia', 0.0)","('de', 0.0)","('pareja', 0.0)"
87,"('los', -0.01128308923008967)","('cayeron', 0.0026575316268134352)","('transmilenio', -8.2001963474899e-05)","('senalados', -7.262060072118388e-05)","('de', -7.013104275377751e-05)"
88,"('medellin', -0.07152262487098131)","('habitante', -1.4548646995814267e-05)","('que', -1.365111474065845e-05)","('de', -1.1042322000274264e-05)","('descaro', -1.0541941789094317e-05)"
89,"('comision', 0.03170490178704496)","('distrital', -0.016700635386269553)","('mes', 0.015145048127992484)","('administracion', -0.012092681091919655)","('las', -0.000276691850565982)"
90,"('dia', 0.05831028674754507)","('hoy', -0.04173978815401199)","('da', -0.03415569270000606)","('mejor', -0.013377548859535428)","('los', -0.0011625145322380276)"
91,"('nacional', -0.006996708237076486)","('universidad', -1.627850398851264e-06)","('la', -1.4890663656035859e-06)","('de', -1.303067149093557e-06)","('estudiantes', -1.1756604305989853e-06)"
92,"('favor', 0.10536173763129486)","('la', 2.2873003325992503e-05)","('calle', 2.112508279237218e-05)","('de', 2.0943424200904417e-05)","('luminarias', 1.1560632403413463e-05)"
93,"('celular', 0.0459686746635129)","('social', 0.0336901690202992)","('ser', -0.030915660795493766)","('defensor', -0.020622851757170046)","('badcrim', -0.01348991106633885)"
94,"('dias', -0.027318936413592714)","('ser', -0.023323009188119786)","('mujer', -0.01705454939555836)","('nos', 0.011338877092815674)","('estar', 0.009429162590777456)"
95,"('ilegal', -0.05895143122907846)","('pais', 0.05087823015959189)","('poblacion', 0.04994132242776645)","('delincuentes', 0.0006390182380927584)","('es', 0.0004886995203926356)"
96,"('sexual', -0.04735323239876175)","('son', 0.039585826825905564)","('alzar', -0.005153226763285041)","('los', 0.004202260340476822)","('segun', 0.0012788861003969105)"
97,"('investigan', 6.893984925572533e-32)","('presunto', 6.714311150602155e-32)","('por', 5.598982633256937e-32)","('parte', 2.8989403096730606e-32)","('robo', 1.893234752436611e-32)"
98,"('es', 1.1320087453436814e-31)","('salio', 8.687684475658699e-32)","('del', 8.680481954915367e-32)","('que', 4.5597118065681726e-32)","('drogada', -2.7090515483732033e-32)"
99,"('son', 0.04392246779044216)","('da', -0.039501545883914996)","('ver', 0.010390203550214977)","('impresion', 0.0073305629768993154)","('drogas', -0.004121348735648685)"
100,"('condicion', 0.004858118397431357)","('aumenta', 1.2014612989202296e-06)","('no', 1.1324681124387911e-06)","('atentos', 9.8042225171801e-07)","('la', 7.506054346926817e-07)"
101,"('sur', 0.09400119329190097)","('sitp', -0.09259141880734496)","('bus', -0.09238274431998486)","('mas', -0.013333100773697839)","('victimas', 0.002341830568804299)"
102,"('bus', -0.07476281945547979)","('re', 0.03386391590653021)","('atencion', -0.014640680867674373)","('dio', -0.009683548605692519)","('dos', 0.0021042348389672056)"
103,"('conductor', -0.022078185809539318)","('beat', 0.0123049244698631)","('de', -0.0002904863657588094)","('robado', -0.00022227006412716161)","('en', -0.0002153501293876869)"
104,"('ciudad', 0.05595935766630982)","('los', -0.022580193711794552)","('nos', -0.010133820093067882)","('policia', -0.0006255628655046226)","('tombos', 0.00045300160424952733)"
105,"('hoy', -0.056897617533326166)","('garciam', 0.00658082989512713)","('seguridad', -0.0006779859041424362)","('pueden', 0.0005912712120558588)","('que', 0.00048315767371563207)"
106,"('va', -0.04847109255623749)","('unidad', 0.03644516072096097)","('los', -0.0038686510606584096)","('casos', 0.0006233344873410988)","('de', -0.00046017018139364135)"
107,"('lo', 0.0)","('drogo', 0.0)","('con', 0.0)","('escopolamina', 0.0)","('tambien', 0.0)"
108,"('estan', -0.036982033011149607)","('los', 0.006562482101852011)","('robando', -0.0006453973660677002)","('se', -0.00036301853051432556)","('cuanta', 0.0002600730217280742)"
109,"('celular', 0.13552198518249636)","('se', 1.9515120423584406e-05)","('un', 1.311681731669363e-05)","('roba', 1.0405302360407253e-05)","('quien', 7.373566161990611e-06)"
110,"('caos', 0.06787218181819994)","('ciudad', 0.02835924577335057)","('aqui', -0.025878918125371516)","('estan', -0.025827743479074117)","('pais', 0.019372473380929574)"
111,"('taxi', -0.06632357587520157)","('llego', -9.74922224676684e-06)","('y', -9.288392584728376e-06)","('a', -5.60581906472264e-06)","('estadounidense', -5.336958432582698e-06)"
112,"('hoy', -0.030797269373776824)","('anos', -0.017223867504592906)","('mas', -0.011508254686133187)","('pues', 0.010569552033479214)","('camion', 0.006602206142500045)"
113,"('dia', 0.03150710490313075)","('algun', -0.028558096458184634)","('peor', -0.02412416203654712)","('va', -0.021020360684035597)","('bicis', -0.01125038161378171)"
114,"('favor', 0.04825795770017437)","('los', -0.04371756020352323)","('ahi', -0.008988262521362698)","('por', 0.0009794274121487315)","('es', -0.0009164666994962206)"
115,"('bus', -0.05020281260938981)","('fin', -0.019152845139516365)","('pm', -0.01858188625627938)","('particular', 0.014778929959150932)","('eitb', 0.012134309433405356)"
116,"('paz', 0.051325908900074026)","('admitalon', 0.011101241427663824)","('otra', 0.0009345110541647432)","('les', -0.0006563453382672658)","('y', -0.0005446808711027837)"
117,"('son', 0.05859186777432734)","('los', -0.026786271741030907)","('un', 0.00044137030232755347)","('quienes', 0.00038110574626653367)","('la', 0.00033032087198762045)"
118,"('celular', 0.13549952747388488)","('robarles', -3.7432811639032754e-05)","('por', -3.1972384345095435e-05)","('el', -3.1617834100506795e-05)","('fijo', -2.738972332591392e-05)"
119,"('caos', 0.07364243093963749)","('poblacion', 0.03976230021743837)","('capital', -0.03422567415856352)","('ciudad', 0.0325606109215741)","('contaminacion', -0.02912597942256187)"
120,"('parque', -0.01520655445635654)","('nacional', -0.0028805142836683907)","('conmemorando', -8.14840329736891e-05)","('la', 6.679373761400871e-05)","('brinquen', -5.60369083506338e-05)"
121,"('algun', -0.042634648482820475)","('va', -0.03451954903135492)","('dia', 0.03424875242779071)","('son', 0.032566011612020836)","('cual', 0.026204185592252502)"
122,"('sexual', -0.07521941028845557)","('bo', 0.028323165221073147)","('los', 0.009836017700805604)","('tomarse', 0.0014416835785911381)","('integridad', -0.0007184452833620031)"
123,"('dolor', -0.014540212829846012)","('los', -0.0064458008608960695)","('violacion', 0.00267293937787876)","('casos', -0.00014054434394500227)","('curiosamente', -0.0001259547912237581)"
124,"('peor', -0.04494244975421419)","('ciudad', 0.04053784860932132)","('pais', 0.028148902388140457)","('amo', 0.021787670106659045)","('mejor', -0.01785759695475518)"
125,"('bus', -0.1046305724469139)","('smog', 0.031898171660042406)","('da', -0.019372155906967593)","('nos', 0.011395277597500768)","('los', 0.00466924255696715)"
126,"('esmad', 0.10277272456369757)","('parque', -0.04954875452418464)","('son', 0.031231248934827916)","('nacional', -0.012964325669425004)","('cuando', 0.0009580477632231368)"
127,"('dos', -0.011924301132136167)","('de', -2.5346547229004633e-06)","('delincuencia', -1.783599085409121e-06)","('desarticula', -1.6936998190092338e-06)","('grupos', -1.0290840347991221e-06)"
128,"('los', -0.017165725978318162)","('debil', 0.007876696722952294)","('quita', 7.198696180038448e-05)","('en', -6.546540036389282e-05)","('decisiones', 5.185071840783115e-05)"
129,"('sln', -0.018382934911580818)","('de', -4.874583361381655e-06)","('pura', -4.827713284463616e-06)","('demagogia', -4.168475725524396e-06)","('el', -3.2418585782869846e-06)"
130,"('vias', 0.03483279141673295)","('parque', -0.024642820584798126)","('nacional', -0.0073774887830969525)","('evento', -0.0002472763791791438)","('lidero', -0.00024196867511297611)"
131,"('col', -0.09859895952911123)","('actuacion', 0.03593452887720681)","('presuntos', 0.0006335921443671076)","('deben', -0.0005245153701666044)","('libertador', -0.00037536410387161323)"
132,"('carcel', -0.025892464901042526)","('los', 0.0005712065488375518)","('que', 0.00029412686424695956)","('cada', -0.00026365392579638636)","('transmilenio', -0.00023943922732482212)"
133,"('los', -0.013872611392061912)","('que', -3.158783815569483e-06)","('todos', -2.9429211976714764e-06)","('hay', -2.5805698776235325e-06)","('reportar', -2.0767203323757667e-06)"
134,"('publico', 1.090190545614772e-31)","('un', 9.47574900503205e-32)","('es', 5.785475998781366e-32)","('espacio', 4.786611310657694e-32)","('cerrrado', -4.459703601943613e-32)"
135,"('dia', 0.07139531697895714)","('va', -0.056169084442651805)","('ayer', -0.020898494622487464)","('mejor', -0.01946150306580311)","('lo', -0.0011689179405881926)"
136,"('poblacion', 0.04239258306228027)","('roosevelt', 0.034134524500703284)","('circular', -0.02063976729155904)","('imaginate', 0.0005375149133587663)","('gente', 0.0004578557197515739)"
137,"('razon', 0.09162309001672458)","('tiene', 2.5322608706647393e-05)","('toda', 2.3289145138118043e-05)","('la', 2.1989818353836216e-05)","('dr', 2.0237780656432513e-05)"
138,"('chad', 0.02533056409396977)","('ser', -0.023778197622770617)","('anos', -0.015201429670031323)","('edad', -0.014012490490564388)","('oposicion', -0.003103004199261521)"
139,"('son', 0.04570170529851023)","('pais', 0.03655400451242284)","('mujer', -0.03002932136996124)","('anos', -0.02884354989190295)","('familiar', 0.01916345548832133)"
140,"('son', 0.04988374940539428)","('plan', -0.038940185187175735)","('asi', -0.037482769598471986)","('lopez', 0.025828674106500304)","('capital', -0.023910597198150862)"
141,"('senor', -0.01058704546866857)","('los', -0.00861324705089566)","('ex', 0.008061070732714495)","('ya', -0.00010818422061376065)","('ella', -0.00010801638029693717)"
142,"('anos', -0.025427497932142853)","('hombre', 0.0018351815899870375)","('dos', -0.0017048322078202672)","('los', 0.0006695146852112357)","('su', 0.0002172418893171071)"
143,"('sector', -0.05415463747776097)","('pais', 0.04082263216080937)","('capital', -0.026028210306870476)","('director', -0.01325547545267478)","('reunion', 0.006131830362260207)"
144,"('usar', 0.055857341495644156)","('algun', -0.042657191580709145)","('va', -0.030118925773816217)","('mujer', -0.023239640124254182)","('usa', -0.02271193499807076)"
145,"('ningun', -0.04963134148080472)","('son', 0.039695068458993024)","('transnacional', 0.02004575239005964)","('ej', 0.020045160986091527)","('app', 0.004104386197608909)"
146,"('favor', 0.05628300697215561)","('mas', -0.021717465529111826)","('super', -0.01624826904390712)","('los', -0.014832669603581495)","('lo', -0.0010331743604601656)"
147,"('interior', -0.08684727981630964)","('celular', 0.0712287794470545)","('social', 0.04976760909352313)","('lider', 0.009849865530112765)","('ver', 0.005470050383126739)"
148,"('celular', 0.056015184680930113)","('dias', -0.035269139765817914)","('hoy', -0.031549243928043036)","('sin', -0.008903720054570841)","('situacion', -0.005028117957622418)"
149,"('mujer', -0.047201884398759275)","('hombre', 0.018728878044838103)","('de', -0.0006728865368538568)","('violencia', 0.0006101064530432805)","('generalizar', -0.0004767246220757807)"
150,"('celular', 0.10559422180439333)","('mal', -0.028266334047827007)","('usd', 0.02030768396784522)","('anda', -0.011528151549435504)","('un', 0.0005860910054869107)"
151,"('vial', 0.026292084735899012)","('mas', -0.014385207363740457)","('los', -0.010418867065252814)","('senalizacion', -0.004450103253173494)","('iluminacion', -0.004442046056895179)"
152,"('ciudad', 0.050615785915244224)","('produccion', 0.03402413562504519)","('manos', -0.02492642371596757)","('mas', -0.01842077855093809)","('bien', -0.012660445317801482)"
153,"('esmad', 0.20583056715387993)","('del', 3.8831678638291465e-05)","('y', 3.792598232093176e-05)","('en', 3.386153081731679e-05)","('lo', 3.1945113716977505e-05)"
154,"('peor', -0.03603105016820646)","('da', -0.024476351882576408)","('estan', -0.01863696065684414)","('temor', 0.014470552315753104)","('llenos', 0.0005819608254946167)"
155,"('jardin', 0.03829519833851147)","('los', -0.02164589465391069)","('infantil', 0.0002945863248421396)","('de', 0.00023402842837456054)","('dinero', -0.00021582800354928784)"
156,"('los', -0.008691567415359171)","('dan', -0.006935773379185183)","('la', -7.838801611183941e-05)","('ladrones', -5.9047017454258646e-05)","('porque', -5.833932975398365e-05)"
157,"('son', 0.06515149422596438)","('casi', -0.03033002821120242)","('contra', 0.00022749727269762672)","('en', 0.00021053984593524802)","('es', -0.00012917483356615823)"
158,"('sexual', -0.061272807039566037)","('institucion', -0.04017308353399725)","('superior', 0.022882102924156926)","('normal', 0.016727754723660414)","('que', 0.0006679805696348637)"
159,"('los', -0.013872592748798613)","('el', -1.879978811651291e-06)","('hurto', -1.2752448468962838e-06)","('baja', -1.1582635233811978e-06)","('pero', -9.374963471211571e-07)"
160,"('bus', -0.13105179245268408)","('escolar', 0.09093035404531204)","('entregan', -0.0010240515944998942)","('video', -0.000725373858586395)","('en', -0.0005876221632191383)"
161,"('lider', 0.06625509930912421)","('menor', -0.06519050426157984)","('hoy', -0.024364839150111398)","('edad', -0.011288293548781955)","('mas', -0.009880393523863785)"
162,"('celular', 0.06821490564334382)","('defensor', -0.03412813771995672)","('arley', -0.026390171798971095)","('oye', 0.02487059817597404)","('le', -0.0005946788071713744)"
163,"('sitp', -0.15224326290539605)","('en', -2.039942651525321e-05)","('vivo', -1.9195786136630346e-05)","('tiempo', -1.6790087910205283e-05)","('el', -1.4864650497356449e-05)"
164,"('dis', 0.06684129383451662)","('estan', -0.033632283313055254)","('mas', -0.024661872003975325)","('crecio', -0.0004468587319931301)","('la', 0.0002696604280183489)"
165,"('medellin', -0.07152371167615529)","('habitante', -1.452755658224972e-05)","('habria', -1.3962106147399863e-05)","('calle', -1.2816220595098356e-05)","('de', -1.1656037158591626e-05)"
166,"('sexual', -0.07866754213977624)","('especial', 0.05067104323930558)","('paz', 0.044365440880527275)","('jurisdiccion', -0.003966137413240548)","('nacional', -0.0030878159459321944)"
167,"('estar', -0.0011355628187303835)","('deben', -1.072017625874371e-07)","('libertad', -5.540932350954416e-08)","('ya', -5.4313768860010734e-08)","('en', -4.3143979409544945e-08)"
168,"('sitp', -0.07288897798920764)","('sur', 0.04757550864275396)","('jardin', 0.027462043921979862)","('pension', -0.014062939751805132)","('voraz', -0.007367752316117741)"
