,feature1,feature2,feature3,feature4,feature5
57,"('los', -0.000523452567817337)","('sobrepoblado', -9.552951044228658e-08)","('toxico', -9.543855437089939e-08)","('un', -7.336063212899027e-08)","('inseguro', -7.147044305666268e-08)"
58,"('mal', -0.005646319006863423)","('corrupcion', -0.002091278815988519)","('antro', 0.0004878760608122962)","('drogadiccion', 0.00019307778392052587)","('de', -0.00011361069521552858)"
59,"('mujer', 0.025216960605640968)","('estacion', -0.01977646389245332)","('ladron', -0.009994167164615235)","('un', 0.0003685208376633005)","('por', -0.000296654497556593)"
60,"('mujer', 0.043079841424941846)","('los', -0.007549140498936607)","('etc', 0.0002285370353984854)","('violencia', -0.0001760570511686051)","('habria', 0.00012863973081801122)"
61,"('sexual', 0.0013046471499905462)","('interpersonal', 0.0012152350480582501)","('muertes', -4.2097561487686024e-05)","('intrafamiliar', -2.4833880776542948e-05)","('violencia', -2.451792447785817e-05)"
62,"('hoy', 0.003414155023386018)","('hp', -0.002740198893631743)","('educacion', -0.002733623188896512)","('superior', -0.0025460618895894035)","('los', 0.0012566520757503726)"
63,"('estan', -0.005417970656492676)","('menor', -0.005083304275253526)","('ied', 0.003933034256836668)","('edad', -0.003178784826504823)","('aqui', -0.0019283142527465544)"
64,"('col', -0.007011271890618247)","('hoy', 0.005960170951655608)","('institucion', -0.0051992150668562324)","('interior', -0.005196122706302792)","('nacional', 0.005178813327134949)"
65,"('trancon', -0.007532463422199481)","('fds', 0.0017234734527321078)","('placa', -5.1679498665663014e-05)","('paciencia', -4.768169755944507e-05)","('no', 3.547783551703315e-05)"
66,"('dos', 0.026513745458145156)","('policia', 5.431980613938569e-06)","('auxiliar', 5.039634956491016e-06)","('la', 4.239149444673042e-06)","('de', 2.519532408384886e-06)"
67,"('lugar', -0.007887196268612543)","('vez', 0.007380451832293507)","('dos', 0.006792415265627282)","('anos', -0.004312761834570105)","('aqui', -0.003935908105895822)"
68,"('celular', -0.011928177602550386)","('andar', 0.0005768876270746854)","('de', -0.00018469421323475207)","('borracha', -0.00016736923562076693)","('por', -0.00010928412448415979)"
69,"('van', -0.008058484715805055)","('volver', 0.005285396712419074)","('para', -5.120900067606877e-05)","('a', -4.902677619622972e-05)","('la', -3.622875247766706e-05)"
70,"('movil', 0.016475857819590826)","('son', -0.007944223982621047)","('bronx', -0.005158919766569483)","('moleste', 0.000306805734893512)","('esa', -0.00027510209491980807)"
71,"('celular', -0.009549607699731968)","('los', 0.002087684309211391)","('kawaii', 0.0011958893173944869)","('adiccion', 0.0011649167668078165)","('nueva', -0.00011358481488574555)"
72,"('los', 0.005614267759021403)","('sin', -0.002258040119551612)","('ahi', -0.002108590179151158)","('peor', -0.0018039171327689214)","('social', -0.0010051825650092634)"
73,"('asi', -0.017785437213901495)","('la', -2.5567087117887905e-06)","('banda', -1.8947905774979227e-06)","('temible', -1.8596717666641728e-06)","('operaba', -7.665566238620595e-07)"
74,"('desarticulan', 0.0)","('banda', 0.0)","('dedicada', 0.0)","('al', 0.0)","('cosquilleo', 0.0)"
75,"('semaforos', 2.4291687434985158e-33)","('calle', 1.7332816314595767e-33)","('por', 1.596729605645964e-33)","('la', -1.3315680297908626e-33)","('taponada', 1.0374596050621602e-33)"
76,"('santi', -0.0007370109933534965)","('nos', 0.0005550796548838942)","('haga', -1.4193899159582405e-05)","('y', -1.197404559714515e-05)","('quieres', 1.0765663885335677e-05)"
77,"('man', -0.005823745031467054)","('seguir', -0.0023664777755901096)","('imbecil', 0.0017422162046219713)","('miedo', 9.900575991387651e-05)","('se', 6.174613923764694e-05)"
78,"('usted', -0.007073916739508605)","('van', -0.0033924597181417236)","('ano', 0.002832979024255714)","('los', 0.0024481900735600047)","('com', -0.0008284190662458076)"
79,"('mas', -0.0057621375218789095)","('opcion', -0.001036244509257546)","('ciudad', 0.00021494420828745226)","('no', 0.0001367623519868804)","('de', 0.00012892660734054967)"
80,"('edad', -0.010882914818881925)","('hoy', 0.008200748906378997)","('ley', -0.004097944778582387)","('que', -0.00016351509350151367)","('agredieron', -0.00013331400402249581)"
81,"('edad', -0.010886732864952516)","('hoy', 0.008144927355320904)","('ley', -0.004032267433793382)","('yo', -0.00020059373000292914)","('libertador', 0.00014883263950854196)"
82,"('seguramente', 0.0)","('tenian', 0.0)","('en', 0.0)","('mente', 0.0)","('el', 0.0)"
83,"('los', -0.06184193832662163)","('accion', 0.04805933138174278)","('cc', 0.032923676253914805)","('delincuencial', 0.01104623839785369)","('hoy', 0.005968941694735594)"
84,"('dias', -0.003475983286452405)","('los', 0.001026843983402653)","('una', -3.872990410496186e-05)","('aplastan', -3.250755276060298e-05)","('que', 2.9016726323119885e-05)"
85,"('los', 0.006312595651841736)","('mas', -0.005313005389814328)","('da', -0.004953525371957714)","('asco', 0.0007413684243749825)","('quieren', -0.00011847628535533091)"
86,"('de', -2.3758443903556357e-33)","('la', 1.1172633043492064e-33)","('conozca', -9.082647171329512e-34)","('historia', 8.1749234904268e-34)","('pareja', 2.1835599617322751e-35)"
87,"('los', -0.000417850710339184)","('cayeron', 0.00010588169054227058)","('transmilenio', -3.1034046854945963e-06)","('de', -2.11416237140905e-06)","('robo', -2.110021015762113e-06)"
88,"('medellin', -0.00877189087908881)","('de', -2.183970795784584e-06)","('que', -1.915370767493022e-06)","('habitante', -1.2680709461733527e-06)","('descaro', -1.129644033683196e-06)"
89,"('mes', 0.019243729158800297)","('administracion', -0.015046621939999734)","('comision', -0.007686920709558956)","('distrital', 0.004962378610549905)","('bogota', -0.0003107134335202923)"
90,"('da', -0.008597430466753347)","('hoy', 0.006395919748624841)","('dia', -0.0028292925379379474)","('mejor', -0.0009582849466478181)","('los', 0.000946530387162435)"
91,"('nacional', 0.01659131361184829)","('la', 3.0856549372584173e-06)","('de', 2.7414900155915066e-06)","('estudiantes', 2.4442678207309045e-06)","('universidad', 2.3206523795845885e-06)"
92,"('favor', -0.014353803587447917)","('luminarias', -3.2599136022406504e-06)","('calle', -2.846535951836691e-06)","('la', -2.0569749430982353e-06)","('de', -1.6582931381934693e-06)"
93,"('ser', -0.004458943267165862)","('celular', -0.0035925310066732665)","('lider', -0.0025732129798072298)","('los', 0.0015236148649123945)","('qua', 0.0012389527614685772)"
94,"('mujer', 0.008132849273994056)","('ser', -0.007271699859151384)","('ahi', -0.0034146321082166066)","('temor', -0.0030425492234088165)","('estar', -0.0014290046122389728)"
95,"('ilegal', 0.020031561462184665)","('pais', -0.011559205042162936)","('poblacion', -0.011077658471379056)","('y', 0.00022735126963995664)","('liga', 0.0001418242395370909)"
96,"('los', 0.0011788764457322646)","('sexual', 0.0008839222386617696)","('alzar', -0.00042081279790775436)","('son', 0.00038762300294512545)","('todos', 8.485219533201313e-05)"
97,"('parte', -2.684177060002302e-33)","('investigan', 1.7310123089168117e-33)","('por', 1.6234753682422388e-33)","('presunto', 1.1701582398553868e-33)","('robo', 5.505457211968364e-34)"
98,"('es', 2.568482692438126e-33)","('del', -2.4269934154862902e-33)","('que', 1.6401596752426907e-33)","('drogada', 1.4754867465423717e-33)","('salio', 5.34648764994341e-34)"
99,"('da', -0.005601453694804187)","('ver', -0.002991511587551501)","('drogas', 0.0020988669163507665)","('impresion', -0.001312667092875282)","('son', -0.00016219001711232432)"
100,"('condicion', 0.058193225488966015)","('atentos', 1.1525515656815e-05)","('no', 1.1508851389794515e-05)","('la', 1.1211920889246672e-05)","('aumenta', 8.34979912652709e-06)"
101,"('sur', 0.024471068965782328)","('sitp', -0.014358348043251546)","('bus', -0.011983931835209348)","('mas', -0.011830493169176177)","('haciendose', 0.0004989500774164954)"
102,"('bus', -0.00953639923480747)","('dos', 0.008469120410761243)","('dio', -0.008087854260651818)","('atencion', 0.005106281094932553)","('re', -0.000273328828098317)"
103,"('conductor', -0.002663560412495891)","('beat', -0.00038068648801099916)","('en', -4.490727370463385e-05)","('y', -3.7160661161190436e-05)","('un', -3.6504350610360496e-05)"
104,"('ciudad', -0.00302610612631206)","('nos', 0.0008308833413244348)","('los', 0.0005538283229714312)","('pero', -4.568392497009597e-05)","('pulico', 3.329942783207273e-05)"
105,"('hoy', 0.009788595458594444)","('garciam', -0.008278811897228313)","('seguridad', 0.00014849344354002627)","('hacer', -0.00010176166248541217)","('lo', 7.346906283840803e-05)"
106,"('va', -0.009133239357909195)","('los', 0.0019188836547302489)","('unidad', 0.0005664831785318559)","('intensivos', -7.105507095345171e-05)","('muchas', 6.984871801369322e-05)"
107,"('escopolamina', -1.2415201332633845e-33)","('drogo', 8.983837673781774e-34)","('lo', -7.960886766354749e-34)","('con', -1.1441036840834051e-34)","('tambien', 8.969514362410921e-35)"
108,"('estan', -0.014805004476212878)","('los', 0.004827685829701358)","('darte', -0.00011584117963495627)","('cuanta', -0.00011200610031334698)","('de', -9.614419429059878e-05)"
109,"('celular', -0.01647797192511603)","('un', -1.8109079633172245e-06)","('roba', -1.485010040351555e-06)","('se', -1.3343494859909959e-06)","('quien', -1.176447383992878e-06)"
110,"('estan', -0.004405252248431083)","('pais', -0.0033410331949543497)","('distrital', 0.003324346603579512)","('administracion', -0.002650458035544074)","('caos', -0.0019286973885126331)"
111,"('taxi', 0.00462013768664543)","('a', 8.306631545122499e-07)","('y', 6.600870261990542e-07)","('estadounidense', 5.95933798088227e-07)","('llego', 5.299852154912148e-07)"
112,"('mas', -0.004774995443572897)","('hoy', 0.004557280513736036)","('pues', -0.004337152400933505)","('ahi', -0.0023098567256731994)","('anos', -0.0022896749048599138)"
113,"('va', -0.002256070927055547)","('administracion', -0.0022372235173109276)","('mal', -0.0021626977779773886)","('algun', -0.0015890593732214781)","('lugar', -0.0013297803164566179)"
114,"('los', 0.006316783206597447)","('favor', -0.006199395889094244)","('ahi', -0.0034871858333694514)","('ayuda', -0.00017357716272110255)","('vidrios', 0.00015337197924748038)"
115,"('bus', -0.004433734616133655)","('pm', -0.002284330715187073)","('fin', -0.0019875001922277057)","('wev', 0.0013070952593202314)","('eitb', 0.0012288112188047365)"
116,"('paz', 0.03276911822593312)","('admitalon', -0.01985865312561449)","('se', 0.000515673170139785)","('foto', 0.0004409430208938539)","('tomar', -0.0003946769024422254)"
117,"('son', -0.0025083383825149287)","('los', 0.0005812396257152672)","('la', -3.670164924358743e-05)","('policia', -1.888276966204291e-05)","('ladrones', 1.4586482638951993e-05)"
118,"('celular', -0.016474974956132336)","('fijo', 4.808878163072676e-06)","('el', 4.457441834391413e-06)","('por', 3.6737410755401933e-06)","('robarles', 3.2285251679264673e-06)"
119,"('poblacion', -0.008756401118279147)","('capital', 0.005870280930045169)","('mas', -0.00418285330875638)","('caos', -0.002489755788370481)","('los', 0.0011974419555084816)"
120,"('nacional', 0.010796674367148778)","('parque', -0.008312032652358775)","('ninas', -0.00023368184182812217)","('contra', 0.00018793006127631578)","('violencia', 0.0001616831583780999)"
121,"('va', -0.004707709567834944)","('algun', -0.0020247790454978)","('dia', -0.0016346406412797666)","('los', 0.0010945879083237007)","('echar', 0.0010193687612410503)"
122,"('bo', -0.002547896104048304)","('sexual', 0.0017995712358466385)","('los', 0.0003827821744990294)","('prevenir', 5.363058656162111e-05)","('riesgos', 4.848199591408041e-05)"
123,"('dolor', 0.014009339775254443)","('violacion', -0.009169198481234254)","('los', -0.002296854634949893)","('ignora', 0.0001567909715116391)","('apariencias', -0.00014684476541642754)"
124,"('pais', -0.004974936746776312)","('corrupcion', -0.002241037755864111)","('amo', 0.00199999582801627)","('peor', -0.001399802059508935)","('los', 0.0013821922880102816)"
125,"('bus', -0.008192996477004803)","('da', -0.004713254168618524)","('nos', 0.0014317389249480844)","('los', 0.0011532305204228802)","('smog', 0.0011214712229660037)"
126,"('esmad', -0.012950291052799212)","('nacional', 0.00636391005164964)","('son', -0.001237150882526335)","('a', -0.000136770028055673)","('datos', -0.00012087491278531062)"
127,"('dos', 0.02651301913789214)","('delincuencia', 5.211434625959108e-06)","('desarticula', 4.494764243385483e-06)","('grupos', 4.13703577514717e-06)","('de', 2.1520444859413363e-06)"
128,"('debil', -0.002788968089857085)","('los', 0.0011328878692999141)","('para', 5.47692752016461e-05)","('frente', -4.003374242275993e-05)","('pone', -3.793809962941348e-05)"
129,"('sln', -0.001719849021637966)","('demagogia', -4.546794468161679e-07)","('pura', -4.29905025488395e-07)","('el', -3.68035769051986e-07)","('de', -2.987321658797509e-07)"
130,"('vias', 0.01161712362967318)","('parque', -0.008948155836143083)","('nacional', 0.008342604672331994)","('cientos', 0.00011846152782610193)","('masivo', 0.00011454644295407804)"
131,"('col', -0.0062383559531938035)","('actuacion', -0.0006664617643568441)","('y', -0.0001060589714421896)","('del', 7.480342817135418e-05)","('contra', -5.437054584737491e-05)"
132,"('carcel', -0.013711274116461442)","('los', 0.004228536738971137)","('todos', -8.862995932749102e-05)","('uno', 6.594827595494028e-05)","('de', 6.17036275060161e-05)"
133,"('los', -0.0005234811267476441)","('todos', -1.0769140678881792e-07)","('hay', -9.21125221265038e-08)","('reportar', -9.059042158423491e-08)","('que', -7.56258099726959e-08)"
134,"('es', 0.0)","('un', 0.0)","('espacio', 0.0)","('publico', 0.0)","('cerrrado', 0.0)"
135,"('va', -0.006147101259114087)","('dia', -0.002315076443304607)","('ayer', -0.0022615439674271895)","('mejor', 0.00035974521686931387)","('actividades', 0.00010937064055000099)"
136,"('poblacion', -0.009264154103585312)","('circular', 0.0035939389406282503)","('una', -0.0001516380361369408)","('roosevelt', -0.0001456423472070915)","('al', -9.4274254719793e-05)"
137,"('razon', -0.004941862366379227)","('tiene', -1.2610270247383947e-06)","('toda', -1.166654014712764e-06)","('dr', -1.0792374630969182e-06)","('la', -1.0110551863277175e-06)"
138,"('ser', -0.005229869860750783)","('chad', 0.004756764265055409)","('edad', -0.003274342348261474)","('anos', -0.0020337685504983973)","('oposicion', -0.0001425710267448847)"
139,"('mujer', 0.011441599739662476)","('pais', -0.008115559438152224)","('violacion', -0.005161264844417034)","('anos', -0.0035015213872679612)","('familiar', -0.0021962660419309605)"
140,"('asi', -0.007796929643284186)","('capital', 0.007410452465468686)","('lugar', -0.0035405148803545816)","('plan', -0.0030651891093752483)","('lopez', -0.0023718440970709473)"
141,"('senor', -0.00746258784849806)","('los', 0.0017366914653424445)","('fueron', 5.354922632465508e-05)","('pero', 5.215543944487099e-05)","('fiestas', -4.93909614099722e-05)"
142,"('dos', 0.009818300687349632)","('anos', -0.006563786089724518)","('hombre', -0.0029349806300250428)","('los', -0.0017918182515965298)","('abuela', -0.00019080254658869128)"
143,"('capital', 0.009213084866967501)","('pais', -0.005745129853650536)","('sector', -0.004099919054674786)","('director', -0.003077230232861555)","('reunion', 0.000687261609442007)"
144,"('mujer', 0.011513692305749074)","('va', -0.008067675838213854)","('algun', -0.006811005343981486)","('usa', -0.0036339594557801757)","('usar', -0.002742130777743189)"
145,"('ningun', -0.0048269424819369165)","('son', -0.0008260619400853184)","('app', -0.0003738837984802025)","('transnacional', 0.0002845380298167273)","('ej', 0.000247011250830416)"
146,"('mas', -0.006509232769218408)","('favor', -0.005455404631035669)","('los', 0.0030822471881702253)","('super', 0.001896824517458284)","('esta', -0.00012780133951990596)"
147,"('celular', -0.00475835713669445)","('lider', -0.0020538469636356645)","('ver', -0.0018286268735195554)","('social', -0.0005132564915709811)","('interior', 0.0001769719831380647)"
148,"('hoy', 0.004344549981992799)","('situacion', -0.004279971831893884)","('celular', -0.004068810550889029)","('sin', -0.002152263472247556)","('bici', -0.0018599435398760646)"
149,"('mujer', 0.029401043339647433)","('hombre', -0.022452901642150438)","('estos', -0.0005352947731965657)","('habia', 0.000488962889002929)","('que', 0.0004665178442232027)"
150,"('celular', -0.008550361278154821)","('mal', -0.004095516755538291)","('usd', 0.0012754287355483383)","('anda', 0.0002558636141969943)","('hace', 0.0001225415686873527)"
151,"('mas', -0.00600761380249013)","('los', 0.003692448497909619)","('iluminacion', 0.00095509530625216)","('vial', 0.000929623946620852)","('senalizacion', 0.0008762550638011697)"
152,"('bien', -0.005724276057127014)","('mas', -0.004396757240895455)","('produccion', 0.0019043632095567834)","('bici', -0.001214064732706369)","('manos', 0.0010307049100841952)"
153,"('esmad', -0.019061455078009496)","('y', -4.010637464284865e-06)","('en', -3.4864785301808176e-06)","('lo', -3.4197591624535037e-06)","('del', -3.079633349944221e-06)"
154,"('estan', -0.0069779489380788935)","('da', -0.003057099642327547)","('peor', -0.0007710759200590289)","('temor', -0.00045222349816690657)","('me', 0.00012509244200040507)"
155,"('jardin', -0.004358262478980516)","('infantil', -0.003278313986641735)","('los', 0.001808070350841817)","('se', 5.2925706906998e-05)","('matriculas', -4.9634498991542564e-05)"
156,"('dan', -0.011961292396111238)","('los', 0.0034163144541829713)","('de', -0.00014609543803981436)","('la', -0.00011920528541008773)","('porque', -0.00011014464401650142)"
157,"('casi', -0.009274825195211587)","('son', -0.00024083568695118914)","('en', -0.00010101583693962433)","('pandemia', -9.347768065394487e-05)","('mitad', -7.81815508666813e-05)"
158,"('normal', 0.011695789912893497)","('situacion', -0.009581388291667737)","('institucion', -0.005994621976608911)","('superior', -0.003175955527080343)","('sexual', -0.00044390377203264685)"
159,"('los', -0.0005234674669972532)","('el', -6.997817671707638e-08)","('pero', -5.899400534819212e-08)","('baja', -5.735590068425201e-08)","('hurto', -4.2686798208799126e-08)"
160,"('bus', -0.010685560194898996)","('escolar', 0.0028469476643490327)","('entregan', -0.0001264680031323319)","('lesionados', -0.00012413266507428587)","('accidente', -0.00012291674353298408)"
161,"('menor', -0.004038118524073352)","('mas', -0.004035690126560226)","('hoy', 0.003770123657601445)","('edad', -0.00299354313335365)","('lider', -0.0015011805112758877)"
162,"('celular', -0.0076336975604744855)","('arley', 0.0019901236355608417)","('oye', -0.0005594044617143367)","('asesinato', -8.610092839637607e-05)","('por', 6.0202523684422735e-05)"
163,"('sitp', -0.016114197100386002)","('tiempo', -2.7318632563039194e-06)","('en', -1.9730858360853967e-06)","('vivo', -1.886495251526254e-06)","('el', -1.6331263467247074e-06)"
164,"('estan', -0.0090323172772714)","('mas', -0.006343206244518092)","('dis', 0.004191930562924463)","('la', -0.00015394923237412142)","('el', -0.00013774540582676633)"
